,CodaViolation,Condition,Item,OnsetViolation,PageType,ReactionTime,Response,Subject,TrialNumber,Version,Vowel,YesPosition
157,0,BG,hrool,1,Test,1617,1,A11T1Z2NVJ6DTP,24,3,oo,0
158,1,BB,fmen,1,Test,1509,0,A11T1Z2NVJ6DTP,25,3,e,1
159,1,best,merly,1,Catch,1641,1,A11T1Z2NVJ6DTP,26,3,,1
160,1,GB,skashk,0,Test,1808,0,A11T1Z2NVJ6DTP,27,3,a,1
161,0,BG,zmock,1,Test,1571,0,A11T1Z2NVJ6DTP,28,3,o,0
162,1,best,claffer,1,Catch,1359,1,A11T1Z2NVJ6DTP,29,3,,0
163,1,worst,psatrl,1,Catch,2523,0,A11T1Z2NVJ6DTP,30,3,,1
164,0,GG,grun,0,Test,1298,1,A11T1Z2NVJ6DTP,31,3,u,1
165,1,BB,shtefsh,1,Test,3857,0,A11T1Z2NVJ6DTP,32,3,e,1
166,1,worst,wlramr,1,Catch,1556,0,A11T1Z2NVJ6DTP,33,3,,0
167,1,best,spellion,1,Catch,1540,1,A11T1Z2NVJ6DTP,34,3,,1
168,1,BB,vlathp,1,Test,2514,0,A11T1Z2NVJ6DTP,35,3,a,0
169,1,worst,tmoz,1,Catch,1642,0,A11T1Z2NVJ6DTP,36,3,,1
170,1,BB,tlav,1,Test,1426,0,A11T1Z2NVJ6DTP,37,3,a,0
216,1,BB,vlathp,1,Test,8019,0,A12732HJZ36R6Q,2,3,a,1
217,1,worst,wlramr,1,Catch,6814,0,A12732HJZ36R6Q,3,3,,0
218,0,BG,shpizz,1,Test,7353,1,A12732HJZ36R6Q,4,3,i,0
219,1,best,bressic,1,Catch,3905,1,A12732HJZ36R6Q,5,3,,1
220,1,worst,psatrl,1,Catch,1985,0,A12732HJZ36R6Q,6,3,,1
221,1,BB,fmen,1,Test,4321,0,A12732HJZ36R6Q,7,3,e,0
222,0,BG,hrool,1,Test,2465,1,A12732HJZ36R6Q,8,3,oo,1
223,1,GB,flathk,0,Test,1763,1,A12732HJZ36R6Q,9,3,a,0
224,0,GG,throoz,0,Test,3226,0,A12732HJZ36R6Q,10,3,oo,0
225,1,best,frotion,1,Catch,3083,1,A12732HJZ36R6Q,11,3,,1
226,0,GG,klep,0,Test,1673,1,A12732HJZ36R6Q,12,3,e,0
227,1,GB,spoz,0,Test,1337,0,A12732HJZ36R6Q,13,3,o,0
228,0,GG,splot,0,Test,1266,1,A12732HJZ36R6Q,14,3,o,0
229,1,worst,krlisg,1,Catch,1827,0,A12732HJZ36R6Q,15,3,,0
230,1,GB,blofk,0,Test,5866,0,A12732HJZ36R6Q,16,3,o,1
231,0,BG,zmock,1,Test,2395,1,A12732HJZ36R6Q,17,3,o,1
232,1,worst,lbifth,1,Catch,2323,0,A12732HJZ36R6Q,18,3,,0
233,1,GB,frid,0,Test,2018,0,A12732HJZ36R6Q,19,3,i,0
234,1,BB,tlav,1,Test,2100,0,A12732HJZ36R6Q,20,3,a,1
235,1,BB,thnukp,1,Test,1734,0,A12732HJZ36R6Q,21,3,u,1
236,1,BB,shtefsh,1,Test,2657,0,A12732HJZ36R6Q,22,3,e,1
237,1,worst,tmoz,1,Catch,2018,0,A12732HJZ36R6Q,23,3,,0
238,1,GB,skashk,0,Test,3058,1,A12732HJZ36R6Q,24,3,a,1
239,1,BB,zdumth,1,Test,1722,0,A12732HJZ36R6Q,25,3,u,0
240,1,GB,shritp,0,Test,1754,1,A12732HJZ36R6Q,26,3,i,0
241,0,BG,srid,1,Test,1939,1,A12732HJZ36R6Q,27,3,i,1
242,1,best,spellion,1,Catch,1522,1,A12732HJZ36R6Q,28,3,,0
243,0,BG,thloo,1,Test,2249,1,A12732HJZ36R6Q,29,3,oo,1
244,0,GG,grun,0,Test,1459,1,A12732HJZ36R6Q,30,3,u,0
245,1,best,claffer,1,Catch,1244,1,A12732HJZ36R6Q,31,3,,1
246,1,best,merly,1,Catch,1586,1,A12732HJZ36R6Q,32,3,,1
247,0,GG,troom,0,Test,1947,0,A12732HJZ36R6Q,33,3,oo,0
248,1,best,dellous,1,Catch,1707,1,A12732HJZ36R6Q,34,3,,1
249,1,worst,zgdivl,1,Catch,1235,0,A12732HJZ36R6Q,35,3,,1
250,0,GG,sle,0,Test,1659,1,A12732HJZ36R6Q,36,3,e,1
251,0,BG,vmep,1,Test,1420,1,A12732HJZ36R6Q,37,3,e,0
414,1,worst,psatrl,1,Catch,20300,0,A13T3WDL9LTCO6,2,0,,0
415,1,best,frotion,1,Catch,3251,1,A13T3WDL9LTCO6,3,0,,1
416,1,BB,srishf,1,Test,3318,0,A13T3WDL9LTCO6,4,0,i,0
417,1,worst,wlramr,1,Catch,3096,0,A13T3WDL9LTCO6,5,0,,1
418,0,GG,drell,0,Test,1614,1,A13T3WDL9LTCO6,6,0,e,1
419,1,BB,shpivg,1,Test,4527,0,A13T3WDL9LTCO6,7,0,i,1
420,1,GB,gruzv,0,Test,4351,0,A13T3WDL9LTCO6,8,0,u,0
421,0,BG,lrim,1,Test,2959,1,A13T3WDL9LTCO6,9,0,i,1
422,1,worst,lbifth,1,Catch,4895,0,A13T3WDL9LTCO6,10,0,,0
423,1,best,merly,1,Catch,3744,1,A13T3WDL9LTCO6,11,0,,0
424,0,GG,pruss,0,Test,1406,1,A13T3WDL9LTCO6,12,0,u,1
425,0,BG,znin,1,Test,3421,0,A13T3WDL9LTCO6,13,0,i,0
426,1,worst,tmoz,1,Catch,3759,1,A13T3WDL9LTCO6,14,0,,0
427,1,BB,thloosf,1,Test,2615,1,A13T3WDL9LTCO6,15,0,oo,1
428,0,BG,shlaff,1,Test,2191,1,A13T3WDL9LTCO6,16,0,a,0
429,1,GB,splog,0,Test,2279,0,A13T3WDL9LTCO6,17,0,o,1
430,1,BB,vmebg,1,Test,2447,0,A13T3WDL9LTCO6,18,0,e,0
431,1,best,claffer,1,Catch,1328,1,A13T3WDL9LTCO6,19,0,,0
432,1,BB,hroothf,1,Test,2224,0,A13T3WDL9LTCO6,20,0,oo,1
433,1,GB,klefp,0,Test,1991,1,A13T3WDL9LTCO6,21,0,e,1
434,0,BG,zboss,1,Test,4519,0,A13T3WDL9LTCO6,22,0,o,0
435,0,BG,vnad,1,Test,5960,1,A13T3WDL9LTCO6,23,0,a,0
436,1,worst,krlisg,1,Catch,4919,1,A13T3WDL9LTCO6,24,0,,0
437,1,worst,zgdivl,1,Catch,4823,0,A13T3WDL9LTCO6,25,0,,0
438,0,GG,krat,0,Test,1255,1,A13T3WDL9LTCO6,26,0,a,0
439,0,GG,swuff,0,Test,1375,1,A13T3WDL9LTCO6,27,0,u,1
440,0,BG,shnog,1,Test,1471,1,A13T3WDL9LTCO6,28,0,o,1
441,1,GB,throozg,0,Test,2023,0,A13T3WDL9LTCO6,29,0,oo,1
442,1,GB,slemg,0,Test,3702,1,A13T3WDL9LTCO6,30,0,e,1
443,1,GB,trooshp,0,Test,1924,1,A13T3WDL9LTCO6,31,0,oo,0
444,0,GG,smeck,0,Test,2280,1,A13T3WDL9LTCO6,32,0,e,0
445,1,best,dellous,1,Catch,2103,1,A13T3WDL9LTCO6,33,0,,1
446,1,best,bressic,1,Catch,1916,1,A13T3WDL9LTCO6,34,0,,0
447,1,BB,zmopk,1,Test,3904,0,A13T3WDL9LTCO6,35,0,o,1
448,0,GG,plag,0,Test,3288,1,A13T3WDL9LTCO6,36,0,a,0
449,1,best,spellion,1,Catch,1663,1,A13T3WDL9LTCO6,37,0,,0
503,1,worst,krlisg,1,Catch,8025,0,A1468JGK2IQS47,2,0,,0
504,1,GB,slemg,0,Test,2619,0,A1468JGK2IQS47,3,0,e,0
505,1,best,dellous,1,Catch,2538,1,A1468JGK2IQS47,4,0,,0
506,1,worst,psatrl,1,Catch,3883,0,A1468JGK2IQS47,5,0,,1
507,1,BB,srishf,1,Test,3121,0,A1468JGK2IQS47,6,0,i,1
508,0,GG,plag,0,Test,2905,1,A1468JGK2IQS47,7,0,a,0
509,1,worst,zgdivl,1,Catch,1906,0,A1468JGK2IQS47,8,0,,0
510,1,GB,klefp,0,Test,3347,0,A1468JGK2IQS47,9,0,e,0
511,0,GG,smeck,0,Test,2006,1,A1468JGK2IQS47,10,0,e,0
512,1,best,bressic,1,Catch,1926,1,A1468JGK2IQS47,11,0,,0
513,0,GG,swuff,0,Test,2566,1,A1468JGK2IQS47,12,0,u,1
514,0,BG,shlaff,1,Test,2920,1,A1468JGK2IQS47,13,0,a,1
515,0,BG,lrim,1,Test,1905,0,A1468JGK2IQS47,14,0,i,1
516,1,BB,shpivg,1,Test,1723,0,A1468JGK2IQS47,15,0,i,1
517,1,best,spellion,1,Catch,2519,1,A1468JGK2IQS47,16,0,,1
518,1,BB,zmopk,1,Test,1984,0,A1468JGK2IQS47,17,0,o,0
519,1,best,claffer,1,Catch,1518,1,A1468JGK2IQS47,18,0,,0
520,1,GB,trooshp,0,Test,4621,0,A1468JGK2IQS47,19,0,oo,0
521,1,worst,tmoz,1,Catch,2805,0,A1468JGK2IQS47,20,0,,0
522,1,best,frotion,1,Catch,2248,1,A1468JGK2IQS47,21,0,,0
523,0,BG,shnog,1,Test,2421,1,A1468JGK2IQS47,22,0,o,0
524,0,BG,zboss,1,Test,1995,0,A1468JGK2IQS47,23,0,o,0
525,1,GB,gruzv,0,Test,2326,0,A1468JGK2IQS47,24,0,u,0
526,1,BB,thloosf,1,Test,1838,0,A1468JGK2IQS47,25,0,oo,0
527,1,BB,vmebg,1,Test,1848,0,A1468JGK2IQS47,26,0,e,0
528,0,GG,drell,0,Test,1491,1,A1468JGK2IQS47,27,0,e,0
529,1,GB,splog,0,Test,1999,0,A1468JGK2IQS47,28,0,o,1
530,1,worst,wlramr,1,Catch,1850,0,A1468JGK2IQS47,29,0,,1
531,0,GG,krat,0,Test,2372,1,A1468JGK2IQS47,30,0,a,1
532,1,worst,lbifth,1,Catch,2488,0,A1468JGK2IQS47,31,0,,0
533,1,best,merly,1,Catch,1969,1,A1468JGK2IQS47,32,0,,0
534,1,BB,hroothf,1,Test,1959,0,A1468JGK2IQS47,33,0,oo,0
535,0,BG,znin,1,Test,2155,0,A1468JGK2IQS47,34,0,i,0
536,0,BG,vnad,1,Test,2539,0,A1468JGK2IQS47,35,0,a,1
537,0,GG,pruss,0,Test,1547,1,A1468JGK2IQS47,36,0,u,1
538,1,GB,throozg,0,Test,1663,0,A1468JGK2IQS47,37,0,oo,1
584,0,GG,bloss,0,Test,16592,1,A14QUXLGHE0ABZ,2,2,o,1
585,1,GB,skrebg,0,Test,12338,0,A14QUXLGHE0ABZ,3,2,e,0
586,1,BB,dlefp,1,Test,7047,0,A14QUXLGHE0ABZ,4,2,e,1
587,1,worst,krlisg,1,Catch,10688,0,A14QUXLGHE0ABZ,5,2,,1
588,1,best,frotion,1,Catch,7879,0,A14QUXLGHE0ABZ,6,2,,0
589,0,GG,flad,0,Test,4710,1,A14QUXLGHE0ABZ,7,2,a,1
590,1,GB,brivg,0,Test,6788,0,A14QUXLGHE0ABZ,8,2,i,0
591,0,BG,tlag,1,Test,3117,0,A14QUXLGHE0ABZ,9,2,a,1
592,1,best,claffer,1,Catch,6152,1,A14QUXLGHE0ABZ,10,2,,1
593,1,worst,psatrl,1,Catch,5115,1,A14QUXLGHE0ABZ,11,2,,0
594,1,BB,vremg,1,Test,3107,0,A14QUXLGHE0ABZ,12,2,e,1
595,1,GB,stoosf,0,Test,3565,0,A14QUXLGHE0ABZ,13,2,oo,1
596,0,BG,zduss,1,Test,2357,0,A14QUXLGHE0ABZ,14,2,u,0
597,0,BG,shtell,1,Test,11093,1,A14QUXLGHE0ABZ,15,2,e,0
598,1,BB,zgooshp,1,Test,1818,0,A14QUXLGHE0ABZ,16,2,oo,0
599,0,BG,thnuff,1,Test,4383,1,A14QUXLGHE0ABZ,17,2,u,0
600,1,worst,zgdivl,1,Catch,2942,0,A14QUXLGHE0ABZ,18,2,,1
601,0,GG,shrin,0,Test,2444,0,A14QUXLGHE0ABZ,19,2,i,0
602,1,worst,lbifth,1,Catch,3278,0,A14QUXLGHE0ABZ,20,2,,1
603,1,BB,fnoozg,1,Test,2896,0,A14QUXLGHE0ABZ,21,2,oo,1
604,1,best,spellion,1,Catch,3342,1,A14QUXLGHE0ABZ,22,2,,0
605,1,GB,snopk,0,Test,4301,1,A14QUXLGHE0ABZ,23,2,o,1
606,1,best,bressic,1,Catch,4814,0,A14QUXLGHE0ABZ,24,2,,0
607,0,GG,spog,0,Test,2790,1,A14QUXLGHE0ABZ,25,2,o,1
608,0,BG,vlat,1,Test,2589,0,A14QUXLGHE0ABZ,26,2,a,0
609,1,BB,thmog,1,Test,1885,1,A14QUXLGHE0ABZ,27,2,o,0
610,0,BG,fmeck,1,Test,5215,0,A14QUXLGHE0ABZ,28,2,e,0
611,1,worst,wlramr,1,Catch,4555,0,A14QUXLGHE0ABZ,29,2,,0
612,1,best,merly,1,Catch,2432,1,A14QUXLGHE0ABZ,30,2,,1
613,0,GG,skaff,0,Test,2978,1,A14QUXLGHE0ABZ,31,2,a,0
614,1,GB,glishf,0,Test,5214,0,A14QUXLGHE0ABZ,32,2,i,0
615,1,best,dellous,1,Catch,3366,0,A14QUXLGHE0ABZ,33,2,,0
616,1,GB,stroothf,0,Test,3005,1,A14QUXLGHE0ABZ,34,2,oo,1
617,1,BB,shkuzv,1,Test,2326,0,A14QUXLGHE0ABZ,35,2,u,0
618,0,GG,frim,0,Test,2495,0,A14QUXLGHE0ABZ,36,2,i,0
619,1,worst,tmoz,1,Catch,3815,1,A14QUXLGHE0ABZ,37,2,,1
775,1,worst,lbifth,1,Catch,4286,0,A16U9GBEOQ9AFB,2,2,,1
776,0,GG,frim,0,Test,2499,1,A16U9GBEOQ9AFB,3,2,i,1
777,1,BB,vremg,1,Test,3214,0,A16U9GBEOQ9AFB,4,2,e,1
778,1,best,claffer,1,Catch,1590,1,A16U9GBEOQ9AFB,5,2,,1
779,1,GB,brivg,0,Test,3662,0,A16U9GBEOQ9AFB,6,2,i,1
780,1,GB,snopk,0,Test,3318,0,A16U9GBEOQ9AFB,7,2,o,0
781,1,worst,krlisg,1,Catch,4619,1,A16U9GBEOQ9AFB,8,2,,0
782,0,BG,shtell,1,Test,3063,1,A16U9GBEOQ9AFB,9,2,e,0
783,1,worst,wlramr,1,Catch,5307,0,A16U9GBEOQ9AFB,10,2,,1
784,1,GB,stoosf,0,Test,6288,1,A16U9GBEOQ9AFB,11,2,oo,0
785,0,BG,thnuff,1,Test,10485,0,A16U9GBEOQ9AFB,12,2,u,1
786,0,GG,skaff,0,Test,2895,0,A16U9GBEOQ9AFB,13,2,a,0
787,1,GB,glishf,0,Test,2518,0,A16U9GBEOQ9AFB,14,2,i,1
788,0,BG,tlag,1,Test,3662,0,A16U9GBEOQ9AFB,15,2,a,1
789,1,best,spellion,1,Catch,6514,1,A16U9GBEOQ9AFB,16,2,,1
790,1,best,bressic,1,Catch,2303,0,A16U9GBEOQ9AFB,17,2,,0
791,1,BB,zgooshp,1,Test,3238,0,A16U9GBEOQ9AFB,18,2,oo,1
792,1,GB,skrebg,0,Test,2487,0,A16U9GBEOQ9AFB,19,2,e,0
793,0,GG,spog,0,Test,1654,1,A16U9GBEOQ9AFB,20,2,o,1
794,0,BG,zduss,1,Test,2526,1,A16U9GBEOQ9AFB,21,2,u,0
795,0,BG,fmeck,1,Test,2590,0,A16U9GBEOQ9AFB,22,2,e,1
796,1,BB,shkuzv,1,Test,2110,0,A16U9GBEOQ9AFB,23,2,u,1
797,1,best,frotion,1,Catch,1726,1,A16U9GBEOQ9AFB,24,2,,1
798,1,best,merly,1,Catch,1622,1,A16U9GBEOQ9AFB,25,2,,1
799,0,GG,flad,0,Test,1510,1,A16U9GBEOQ9AFB,26,2,a,0
800,0,GG,bloss,0,Test,1262,1,A16U9GBEOQ9AFB,27,2,o,1
801,1,worst,psatrl,1,Catch,4653,1,A16U9GBEOQ9AFB,28,2,,0
802,1,BB,dlefp,1,Test,3335,0,A16U9GBEOQ9AFB,29,2,e,0
803,1,worst,tmoz,1,Catch,3790,0,A16U9GBEOQ9AFB,30,2,,1
804,0,BG,vlat,1,Test,2055,1,A16U9GBEOQ9AFB,31,2,a,1
805,0,GG,shrin,0,Test,1550,1,A16U9GBEOQ9AFB,32,2,i,0
806,1,best,dellous,1,Catch,1439,1,A16U9GBEOQ9AFB,33,2,,1
807,1,BB,fnoozg,1,Test,18657,0,A16U9GBEOQ9AFB,34,2,oo,1
808,1,GB,stroothf,0,Test,2582,0,A16U9GBEOQ9AFB,35,2,oo,1
809,1,BB,thmog,1,Test,3638,0,A16U9GBEOQ9AFB,36,2,o,0
810,1,worst,zgdivl,1,Catch,2327,0,A16U9GBEOQ9AFB,37,2,,1
936,1,worst,psatrl,1,Catch,5626,0,A17MDKYW97KPKF,2,3,,0
937,1,best,bressic,1,Catch,5271,1,A17MDKYW97KPKF,3,3,,0
938,1,best,claffer,1,Catch,6900,0,A17MDKYW97KPKF,4,3,,0
939,1,BB,vlathp,1,Test,6702,0,A17MDKYW97KPKF,5,3,a,0
940,0,BG,thloo,1,Test,3638,1,A17MDKYW97KPKF,6,3,oo,1
941,1,worst,wlramr,1,Catch,1286,1,A17MDKYW97KPKF,7,3,,1
942,0,GG,splot,0,Test,4678,1,A17MDKYW97KPKF,8,3,o,0
943,1,GB,shritp,0,Test,1622,1,A17MDKYW97KPKF,9,3,i,0
944,0,BG,zmock,1,Test,1590,0,A17MDKYW97KPKF,10,3,o,0
945,1,BB,tlav,1,Test,1244,0,A17MDKYW97KPKF,11,3,a,0
946,1,worst,tmoz,1,Catch,1005,0,A17MDKYW97KPKF,12,3,,0
947,0,GG,grun,0,Test,1199,0,A17MDKYW97KPKF,13,3,u,1
948,1,GB,frid,0,Test,1517,0,A17MDKYW97KPKF,14,3,i,1
949,0,GG,throoz,0,Test,2637,1,A17MDKYW97KPKF,15,3,oo,1
950,0,GG,klep,0,Test,1645,0,A17MDKYW97KPKF,16,3,e,1
951,1,BB,zdumth,1,Test,1502,0,A17MDKYW97KPKF,17,3,u,1
952,0,BG,srid,1,Test,1125,0,A17MDKYW97KPKF,18,3,i,0
953,1,worst,zgdivl,1,Catch,1190,0,A17MDKYW97KPKF,19,3,,1
954,1,best,spellion,1,Catch,1726,1,A17MDKYW97KPKF,20,3,,0
955,0,BG,vmep,1,Test,1885,1,A17MDKYW97KPKF,21,3,e,1
956,1,BB,fmen,1,Test,1439,0,A17MDKYW97KPKF,22,3,e,1
957,1,GB,blofk,0,Test,1991,1,A17MDKYW97KPKF,23,3,o,0
958,1,best,frotion,1,Catch,3327,1,A17MDKYW97KPKF,24,3,,1
959,1,best,dellous,1,Catch,1301,1,A17MDKYW97KPKF,25,3,,1
960,1,GB,skashk,0,Test,1878,0,A17MDKYW97KPKF,26,3,a,1
961,1,GB,spoz,0,Test,1358,0,A17MDKYW97KPKF,27,3,o,1
962,1,BB,thnukp,1,Test,1118,0,A17MDKYW97KPKF,28,3,u,1
963,0,BG,hrool,1,Test,1294,0,A17MDKYW97KPKF,29,3,oo,0
964,0,GG,sle,0,Test,1766,1,A17MDKYW97KPKF,30,3,e,1
965,1,worst,lbifth,1,Catch,1158,0,A17MDKYW97KPKF,31,3,,1
966,1,GB,flathk,0,Test,1782,0,A17MDKYW97KPKF,32,3,a,1
967,1,BB,shtefsh,1,Test,1774,0,A17MDKYW97KPKF,33,3,e,1
968,0,GG,troom,0,Test,886,1,A17MDKYW97KPKF,34,3,oo,1
969,1,best,merly,1,Catch,2175,1,A17MDKYW97KPKF,35,3,,0
970,1,worst,krlisg,1,Catch,1804,0,A17MDKYW97KPKF,36,3,,1
971,0,BG,shpizz,1,Test,1781,1,A17MDKYW97KPKF,37,3,i,1
1135,1,worst,lbifth,1,Catch,9324,0,A19W7Z4QD4UVFC,2,0,,0
1136,1,worst,krlisg,1,Catch,10478,0,A19W7Z4QD4UVFC,3,0,,0
1137,1,GB,trooshp,0,Test,9602,1,A19W7Z4QD4UVFC,4,0,oo,0
1138,0,BG,shlaff,1,Test,2317,1,A19W7Z4QD4UVFC,5,0,a,0
1139,1,BB,vmebg,1,Test,4782,0,A19W7Z4QD4UVFC,6,0,e,0
1140,1,best,frotion,1,Catch,4078,1,A19W7Z4QD4UVFC,7,0,,0
1141,1,best,merly,1,Catch,4427,1,A19W7Z4QD4UVFC,8,0,,1
1142,0,BG,vnad,1,Test,5183,0,A19W7Z4QD4UVFC,9,0,a,1
1143,1,worst,wlramr,1,Catch,5659,0,A19W7Z4QD4UVFC,10,0,,0
1144,1,BB,zmopk,1,Test,7828,0,A19W7Z4QD4UVFC,11,0,o,1
1145,1,BB,shpivg,1,Test,9996,0,A19W7Z4QD4UVFC,12,0,i,1
1146,0,GG,swuff,0,Test,4220,1,A19W7Z4QD4UVFC,13,0,u,0
1147,1,worst,psatrl,1,Catch,6642,0,A19W7Z4QD4UVFC,14,0,,0
1148,1,GB,gruzv,0,Test,9915,0,A19W7Z4QD4UVFC,15,0,u,1
1149,0,GG,drell,0,Test,6748,1,A19W7Z4QD4UVFC,16,0,e,0
1150,1,worst,tmoz,1,Catch,8187,0,A19W7Z4QD4UVFC,17,0,,1
1151,1,best,claffer,1,Catch,3106,1,A19W7Z4QD4UVFC,18,0,,1
1152,0,BG,lrim,1,Test,3307,1,A19W7Z4QD4UVFC,19,0,i,1
1153,0,GG,plag,0,Test,4264,1,A19W7Z4QD4UVFC,20,0,a,0
1154,0,BG,zboss,1,Test,3752,0,A19W7Z4QD4UVFC,21,0,o,0
1155,0,BG,znin,1,Test,6435,0,A19W7Z4QD4UVFC,22,0,i,1
1156,1,best,dellous,1,Catch,4593,1,A19W7Z4QD4UVFC,23,0,,0
1157,1,best,bressic,1,Catch,8778,1,A19W7Z4QD4UVFC,24,0,,1
1158,1,GB,slemg,0,Test,9575,0,A19W7Z4QD4UVFC,25,0,e,1
1159,1,best,spellion,1,Catch,12095,1,A19W7Z4QD4UVFC,26,0,,0
1160,0,GG,pruss,0,Test,5867,1,A19W7Z4QD4UVFC,27,0,u,0
1161,1,GB,splog,0,Test,3762,0,A19W7Z4QD4UVFC,28,0,o,1
1162,0,GG,krat,0,Test,8000,1,A19W7Z4QD4UVFC,29,0,a,1
1163,0,BG,shnog,1,Test,5059,1,A19W7Z4QD4UVFC,30,0,o,0
1164,0,GG,smeck,0,Test,3448,1,A19W7Z4QD4UVFC,31,0,e,0
1165,1,GB,throozg,0,Test,8443,1,A19W7Z4QD4UVFC,32,0,oo,1
1166,1,BB,srishf,1,Test,4266,0,A19W7Z4QD4UVFC,33,0,i,1
1167,1,GB,klefp,0,Test,12890,0,A19W7Z4QD4UVFC,34,0,e,1
1168,1,BB,hroothf,1,Test,5721,0,A19W7Z4QD4UVFC,35,0,oo,0
1169,1,BB,thloosf,1,Test,2322,0,A19W7Z4QD4UVFC,36,0,oo,0
1170,1,worst,zgdivl,1,Catch,4250,0,A19W7Z4QD4UVFC,37,0,,1
1749,0,GG,glid,0,Test,15316,1,A1F8MOWCCVDIH2,2,1,i,1
1750,1,BB,zbofk,1,Test,5822,0,A1F8MOWCCVDIH2,3,1,o,1
1751,1,worst,tmoz,1,Catch,3348,0,A1F8MOWCCVDIH2,4,1,,1
1752,0,GG,skrep,0,Test,2428,1,A1F8MOWCCVDIH2,5,1,e,1
1753,0,BG,zgoom,1,Test,2459,0,A1F8MOWCCVDIH2,6,1,oo,1
1754,1,BB,shlashk,1,Test,2244,1,A1F8MOWCCVDIH2,7,1,a,1
1755,0,GG,snock,0,Test,3544,1,A1F8MOWCCVDIH2,8,1,o,0
1756,1,GB,swukp,0,Test,4667,1,A1F8MOWCCVDIH2,9,1,u,1
1757,1,BB,znitp,1,Test,3669,0,A1F8MOWCCVDIH2,10,1,i,0
1758,1,best,claffer,1,Catch,2379,1,A1F8MOWCCVDIH2,11,1,,1
1759,0,BG,vre,1,Test,6132,1,A1F8MOWCCVDIH2,12,1,e,1
1760,1,GB,prumth,0,Test,2679,1,A1F8MOWCCVDIH2,13,1,u,0
1761,1,best,bressic,1,Catch,2056,1,A1F8MOWCCVDIH2,14,1,,0
1762,0,BG,dlep,1,Test,3389,1,A1F8MOWCCVDIH2,15,1,e,1
1763,0,GG,strool,0,Test,1851,1,A1F8MOWCCVDIH2,16,1,oo,0
1764,0,BG,fnooz,1,Test,4545,0,A1F8MOWCCVDIH2,17,1,oo,0
1765,1,best,frotion,1,Catch,1982,1,A1F8MOWCCVDIH2,18,1,,1
1766,1,worst,psatrl,1,Catch,2646,0,A1F8MOWCCVDIH2,19,1,,1
1767,1,GB,plav,0,Test,2221,0,A1F8MOWCCVDIH2,20,1,a,1
1768,1,worst,krlisg,1,Catch,2136,0,A1F8MOWCCVDIH2,21,1,,0
1769,1,GB,smen,0,Test,2793,0,A1F8MOWCCVDIH2,22,1,e,1
1770,1,BB,shnoz,1,Test,5295,0,A1F8MOWCCVDIH2,23,1,o,0
1771,1,BB,lrid,1,Test,8196,0,A1F8MOWCCVDIH2,24,1,i,1
1772,0,BG,shkun,1,Test,6239,1,A1F8MOWCCVDIH2,25,1,u,0
1773,1,GB,drefsh,0,Test,4549,0,A1F8MOWCCVDIH2,26,1,e,1
1774,1,worst,wlramr,1,Catch,2054,0,A1F8MOWCCVDIH2,27,1,,1
1775,0,BG,thmot,1,Test,3226,1,A1F8MOWCCVDIH2,28,1,o,1
1776,1,worst,zgdivl,1,Catch,2369,0,A1F8MOWCCVDIH2,29,1,,0
1777,0,GG,stoo,0,Test,1837,1,A1F8MOWCCVDIH2,30,1,oo,0
1778,1,best,dellous,1,Catch,2927,1,A1F8MOWCCVDIH2,31,1,,1
