,PageID,SelectedText,WorkerID
2749,558,[31],A1NCAF2Y02LNOM
2750,568,"[u'none, just pronounced them out loud']",A1NCAF2Y02LNOM
2828,558,[33],A1OQCKKVK3DP94
2829,562,[u'male'],A1OQCKKVK3DP94
2830,564,[u'English'],A1OQCKKVK3DP94
2831,568,[u'Words that used sounds I was unfamiliar with I tended to mark as not english.'],A1OQCKKVK3DP94
2832,566,[u'English'],A1OQCKKVK3DP94
3115,568,[u'how they sounded when said'],A1SMWAYI7070NQ
3116,562,[u'female'],A1SMWAYI7070NQ
3117,558,[56],A1SMWAYI7070NQ
3118,564,[u'English'],A1SMWAYI7070NQ
3119,566,[u'English'],A1SMWAYI7070NQ
3323,564,[u'english '],A1TMCZKS5ZBL8U
3324,568,[u'constants in word'],A1TMCZKS5ZBL8U
3325,566,,A1TMCZKS5ZBL8U
3326,558,[38],A1TMCZKS5ZBL8U
3327,562,[u'female'],A1TMCZKS5ZBL8U
3368,564,[u'english '],A1TMCZKS5ZBL8U
3369,568,[u'constants in word'],A1TMCZKS5ZBL8U
3370,566,,A1TMCZKS5ZBL8U
3371,558,[38],A1TMCZKS5ZBL8U
3372,562,[u'female'],A1TMCZKS5ZBL8U
3486,568,"[u""Unusual letter combinations went into the non-English category. For ones I wasn't sure about I pronounced them in my mind and compared how they sounded to most English words""]",A1U8QI4H4ND1FP
3487,562,[u'male'],A1U8QI4H4ND1FP
3488,564,[u'English'],A1U8QI4H4ND1FP
3489,566,[u'English'],A1U8QI4H4ND1FP
3490,558,[34],A1U8QI4H4ND1FP
3531,568,"[u""Unusual letter combinations went into the non-English category. For ones I wasn't sure about I pronounced them in my mind and compared how they sounded to most English words""]",A1U8QI4H4ND1FP
3532,562,[u'male'],A1U8QI4H4ND1FP
3533,564,[u'English'],A1U8QI4H4ND1FP
3534,566,[u'English'],A1U8QI4H4ND1FP
3535,558,[34],A1U8QI4H4ND1FP
3730,564,[u'English'],A1VQZA6ZFJB224
3731,568,[u'Based on how the word sounded'],A1VQZA6ZFJB224
3732,558,[74],A1VQZA6ZFJB224
3733,562,[u'male'],A1VQZA6ZFJB224
3734,566,[u'English'],A1VQZA6ZFJB224
3812,564,[u'English'],A1VYQ8VL4HIP03
3813,566,[u'English'],A1VYQ8VL4HIP03
3814,558,[36],A1VYQ8VL4HIP03
3815,568,[u'based on how they sounded'],A1VYQ8VL4HIP03
3816,562,[u'female'],A1VYQ8VL4HIP03
3893,568,[u'I tried to see if the word made sense to determine if it could pass as yes or no'],A1W17OY3AO1B72
3894,562,[u'male'],A1W17OY3AO1B72
3895,566,[u'English'],A1W17OY3AO1B72
3896,558,[32],A1W17OY3AO1B72
3897,564,[u'English'],A1W17OY3AO1B72
4135,562,[u'female'],A1YWJ3SMYC3W23
4136,564,[u'English'],A1YWJ3SMYC3W23
4137,568,[u'I spoke it out loud and looked at the spelling. I went based on instinct and whether or not I could picture someone American speaking it in a sentence. '],A1YWJ3SMYC3W23
4138,558,[37],A1YWJ3SMYC3W23
4139,566,[u'English'],A1YWJ3SMYC3W23
4224,558,[31],A1ZQAFHB1PO1CZ
4225,564,[u'english'],A1ZQAFHB1PO1CZ
4226,562,[u'female'],A1ZQAFHB1PO1CZ
4227,568,[u'no strategy'],A1ZQAFHB1PO1CZ
4228,566,[u'english'],A1ZQAFHB1PO1CZ
4438,558,[41],A21QCCTHXWLFKS
4439,566,[u'English'],A21QCCTHXWLFKS
4440,568,"[u'Words that sounded possible as Englsih words, I marked yes.  The remainder, I marked no.']",A21QCCTHXWLFKS
4441,562,[u'female'],A21QCCTHXWLFKS
4442,564,[u'English'],A21QCCTHXWLFKS
4597,562,[u'male'],A21UA6O7ZFAIQJ
4598,558,[32],A21UA6O7ZFAIQJ
4599,568,[u'check for vowels in appropriate places and double check if the answer buttons changed sides'],A21UA6O7ZFAIQJ
4600,566,[u'English'],A21UA6O7ZFAIQJ
4601,564,[u'English'],A21UA6O7ZFAIQJ
5163,566,[u'English'],A27XTUPJZARIC2
5164,562,[u'female'],A27XTUPJZARIC2
5165,564,[u'English'],A27XTUPJZARIC2
5166,568,"[u'if it sounded like a word, I said yes.']",A27XTUPJZARIC2
5167,558,[59],A27XTUPJZARIC2
5296,564,[u'English'],A28J4SW0GG4II3
5297,568,[u'What words sounded the most plausible '],A28J4SW0GG4II3
5298,558,[30],A28J4SW0GG4II3
5299,562,[u'female'],A28J4SW0GG4II3
5300,566,[u'English'],A28J4SW0GG4II3
5385,562,[u'male'],A29PB2C8XD8TVG
5386,564,[u'english'],A29PB2C8XD8TVG
5387,566,[u'english'],A29PB2C8XD8TVG
5388,568,[u'I simply observed whether or not the words were in line with standard English conventions.'],A29PB2C8XD8TVG
5389,558,[54],A29PB2C8XD8TVG
5511,566,[u'English'],A2BWXSPIQB0Z0M
5512,564,[u'English'],A2BWXSPIQB0Z0M
5513,562,[u'female'],A2BWXSPIQB0Z0M
5514,558,[24],A2BWXSPIQB0Z0M
5515,568,[u'That it needed to sound like an English word'],A2BWXSPIQB0Z0M
5630,564,[u'English'],A2DAEM674ZDADH
5631,558,[24],A2DAEM674ZDADH
5632,566,[u'English'],A2DAEM674ZDADH
5633,568,[u'whether or not there were vowels in between the letters'],A2DAEM674ZDADH
5634,562,[u'female'],A2DAEM674ZDADH
5844,566,[u'English'],A2EOJQDLBOYD6O
5845,558,[34],A2EOJQDLBOYD6O
5846,564,[u'English'],A2EOJQDLBOYD6O
5847,562,[u'female'],A2EOJQDLBOYD6O
5848,568,[u'blending of sounds found in English'],A2EOJQDLBOYD6O
5889,564,[u'English'],A2EYYKGD7KCHJJ
5890,566,[u'English'],A2EYYKGD7KCHJJ
5891,558,[30],A2EYYKGD7KCHJJ
5892,562,[u'male'],A2EYYKGD7KCHJJ
5893,568,"[u'Ending letter: Consonant or vowel. Proximity of consonants and vowels. Odd letters (x,z,p,q, etc - think scrabble here) placement']",A2EYYKGD7KCHJJ
6140,562,[u'male'],A2HCX55SX2NP1V
6141,566,[u'English '],A2HCX55SX2NP1V
6142,564,[u'English '],A2HCX55SX2NP1V
6143,568,[u'If they looked right '],A2HCX55SX2NP1V
6144,558,[54],A2HCX55SX2NP1V
6229,568,[u'I just thought about if that sounded like something in English or was spelled like something in English'],A2J4E9W59N3GGG
6230,562,[u'female'],A2J4E9W59N3GGG
6231,558,[49],A2J4E9W59N3GGG
6232,564,[u'English'],A2J4E9W59N3GGG
6233,566,[u'English'],A2J4E9W59N3GGG
6471,566,[u'english'],A2MVVY1KMW999
6472,562,[u'male'],A2MVVY1KMW999
6473,558,[44],A2MVVY1KMW999
6474,564,[u'english'],A2MVVY1KMW999
6475,568,[u'if it had flowing sylabols and I could pronounce it I choose yes'],A2MVVY1KMW999
6722,568,[u'rating the ease and familiarity with which the word rolled off the tongue when pronounced'],A2QCDKTLMY4P48
6723,566,[u'English'],A2QCDKTLMY4P48
6724,562,[u'male'],A2QCDKTLMY4P48
6725,564,[u'English'],A2QCDKTLMY4P48
6726,558,[45],A2QCDKTLMY4P48
7082,568,[u'Common sense'],A2SF81K4E0MI3Z
7083,566,[u'English'],A2SF81K4E0MI3Z
7084,562,[u'male'],A2SF81K4E0MI3Z
7085,564,[u'English'],A2SF81K4E0MI3Z
7086,558,[19],A2SF81K4E0MI3Z
7201,564,[u'English'],A2T2EFKEXL11M9
7202,566,[u'English'],A2T2EFKEXL11M9
7203,562,[u'female'],A2T2EFKEXL11M9
7204,558,[25],A2T2EFKEXL11M9
7205,568,[u'Phonetic pronounciation'],A2T2EFKEXL11M9
7246,558,[54],A2T7NPOJP8O5AU
7247,566,[u'English'],A2T7NPOJP8O5AU
7248,568,[u'I chose words which did not have 2 consonants next to each other which could not be pronounced together'],A2T7NPOJP8O5AU
7249,564,[u'English'],A2T7NPOJP8O5AU
7250,562,[u'female'],A2T7NPOJP8O5AU
7328,562,[u'female'],A2UFY0XJPN8Q8V
7329,568,[u'If it sounded like a real word.'],A2UFY0XJPN8Q8V
7330,566,[u'english'],A2UFY0XJPN8Q8V
7331,558,[46],A2UFY0XJPN8Q8V
7332,564,[u'english'],A2UFY0XJPN8Q8V
7417,562,[u'female'],A2W2F1PFQPUZW9
7418,558,[34],A2W2F1PFQPUZW9
7419,564,[u'English'],A2W2F1PFQPUZW9
7420,568,[u'Sounding them out to see if they were easy to pronounce or sounded English'],A2W2F1PFQPUZW9
7421,566,[u'English'],A2W2F1PFQPUZW9
7534,566,[u'English'],A2YI2GD7DLFD05
7535,562,[u'female'],A2YI2GD7DLFD05
7536,568,"[u'I tried to pronounce them and if they sounded remotely right, then I said ""yes"".']",A2YI2GD7DLFD05
7537,564,[u'English'],A2YI2GD7DLFD05
7538,558,[30],A2YI2GD7DLFD05
7579,566,[u'english'],A2ZGRTUDSG8VKD
7580,568,[u'sounding it out and if it sounds like something I would say'],A2ZGRTUDSG8VKD
7581,558,[25],A2ZGRTUDSG8VKD
7582,562,[u'male'],A2ZGRTUDSG8VKD
7583,564,[u'english'],A2ZGRTUDSG8VKD
7779,564,[u'English'],A31LPSIQ9A7RWV
7780,568,[u'the number of vowels and consenents'],A31LPSIQ9A7RWV
7781,562,[u'female'],A31LPSIQ9A7RWV
7782,566,[u'English'],A31LPSIQ9A7RWV
7783,558,[35],A31LPSIQ9A7RWV
7824,558,[34],A321IF5KK5N47D
7825,568,"[u'number of consonents in a row, sound of word']",A321IF5KK5N47D
7826,562,[u'female'],A321IF5KK5N47D
7827,564,[u'English'],A321IF5KK5N47D
7828,566,[u'English'],A321IF5KK5N47D
7869,568,[u'Yes if phonemes were reasonable'],A32L4PNSU74OZY
7870,566,[u'English'],A32L4PNSU74OZY
7871,564,[u'English'],A32L4PNSU74OZY
7872,558,[62],A32L4PNSU74OZY
7873,562,[u'male'],A32L4PNSU74OZY
7994,564,[u'English'],A33QI63NVR8CUO
7995,562,[u'female'],A33QI63NVR8CUO
7996,558,[29],A33QI63NVR8CUO
7997,568,,A33QI63NVR8CUO
7998,566,[u'English'],A33QI63NVR8CUO
8076,558,[25],A35P7XUJJE79WT
8077,562,[u'female'],A35P7XUJJE79WT
8078,566,[u'English'],A35P7XUJJE79WT
8079,564,[u'English'],A35P7XUJJE79WT
8080,568,"[u'said allowed, if sounded more Russian or Czech sounding or began or ended in an odd format then I chose no. Most helpful was saying words aloud.']",A35P7XUJJE79WT
8121,566,[u'English'],A36157W7TUZ6EW
8122,562,[u'male'],A36157W7TUZ6EW
8123,564,[u'English'],A36157W7TUZ6EW
8124,558,[25],A36157W7TUZ6EW
8125,568,[u'I made up a definition and tried to casually slip it into a sentence.'],A36157W7TUZ6EW
8210,568,[u'Tried to pronounce phonetically and think about similar words in English.'],A36662QQDZ9J3R
8211,564,[u'English'],A36662QQDZ9J3R
8212,566,[u'English'],A36662QQDZ9J3R
8213,558,[43],A36662QQDZ9J3R
8214,562,[u'male'],A36662QQDZ9J3R
8255,568,[u'I mainly sounded out the words and determined if an unnatural jump in consonants occurred.'],A368UU9FU3HDP2
8256,558,[23],A368UU9FU3HDP2
8257,566,[u'English'],A368UU9FU3HDP2
8258,564,[u'English'],A368UU9FU3HDP2
8259,562,[u'male'],A368UU9FU3HDP2
8344,558,[28],A36DDHDQ56N60C
8345,566,[u'English'],A36DDHDQ56N60C
8346,562,[u'female'],A36DDHDQ56N60C
8347,564,[u'English'],A36DDHDQ56N60C
8348,568,[u'Said them out loud'],A36DDHDQ56N60C
8433,562,[u'male'],A36O6HV8LCXLJR
8434,568,"[u'Just sounded out the word, or at least tried too. Considering the source of our language, any of these could be real.']",A36O6HV8LCXLJR
8435,564,[u'English'],A36O6HV8LCXLJR
8436,566,[u'English or some derivation'],A36O6HV8LCXLJR
8437,558,[64],A36O6HV8LCXLJR
8640,568,[u'Do the syllables seem reasonable for English. '],A397CTGENAQAYU
8641,562,[u'male'],A397CTGENAQAYU
8642,558,[30],A397CTGENAQAYU
8643,564,[u'English'],A397CTGENAQAYU
8644,566,[u'English'],A397CTGENAQAYU
8766,562,[u'male'],A39K9RKR1YHQOR
8767,566,[u'English'],A39K9RKR1YHQOR
8768,564,[u'English'],A39K9RKR1YHQOR
8769,568,"[u'Gut feeling, plausibility and relation to english work structure with vowel and consonant positions relative to each other. ']",A39K9RKR1YHQOR
8770,558,[28],A39K9RKR1YHQOR
8811,562,[u'male'],A39K9RKR1YHQOR
8812,566,[u'English'],A39K9RKR1YHQOR
8813,564,[u'English'],A39K9RKR1YHQOR
8814,568,"[u'Gut feeling, plausibility and relation to english work structure with vowel and consonant positions relative to each other. ']",A39K9RKR1YHQOR
8815,558,[28],A39K9RKR1YHQOR
8857,558,[49],A39RGARQZH9C9J
8858,568,[u'spoke the words outloud'],A39RGARQZH9C9J
8859,566,[u'English'],A39RGARQZH9C9J
8860,564,[u'English'],A39RGARQZH9C9J
8861,562,[u'female'],A39RGARQZH9C9J
8946,558,[42],A3AMT99CM682YB
8947,566,[u'english'],A3AMT99CM682YB
8948,562,[u'female'],A3AMT99CM682YB
8949,564,[u'english'],A3AMT99CM682YB
8950,568,[u'relationship of vowels to consonants'],A3AMT99CM682YB
9028,558,[20],A3BBEI5Y25237P
9029,564,[u'English'],A3BBEI5Y25237P
9030,568,[u'Phonics'],A3BBEI5Y25237P
9031,562,[u'female'],A3BBEI5Y25237P
9032,566,[u'English'],A3BBEI5Y25237P
9110,558,[52],A3C1XY9I6PZ472
9111,568,[u'words that looked familiar to words in the English language'],A3C1XY9I6PZ472
9112,562,[u'female'],A3C1XY9I6PZ472
9113,564,[u'English'],A3C1XY9I6PZ472
9114,566,[u'English'],A3C1XY9I6PZ472
9155,566,[u'English'],A3C2SKQS4PJQ9T
9156,568,[u'I looked at consonant clusters and tried to think about if they plausible considering the laws of English phonology'],A3C2SKQS4PJQ9T
9157,558,[22],A3C2SKQS4PJQ9T
9158,564,[u'English'],A3C2SKQS4PJQ9T
9159,562,[u'female'],A3C2SKQS4PJQ9T
9200,566,[u'English'],A3D3D3F8X3NQYH
9201,564,[u'English'],A3D3D3F8X3NQYH
9202,558,[28],A3D3D3F8X3NQYH
9203,562,[u'male'],A3D3D3F8X3NQYH
9204,568,[u'Pronouncing it aloud to see if it sounded like an English word'],A3D3D3F8X3NQYH
9245,568,[u'the letters needed to be arranged in a way that could be pronounced '],A3D54IZ152F824
9246,558,[50],A3D54IZ152F824
9247,562,[u'female'],A3D54IZ152F824
9248,566,[u'English'],A3D54IZ152F824
9249,564,[u'English'],A3D54IZ152F824
10140,564,[u'Enlish'],A3L97TYRY8LPPT
10141,562,[u'male'],A3L97TYRY8LPPT
10142,558,[32],A3L97TYRY8LPPT
10143,568,[u'Said them aloud'],A3L97TYRY8LPPT
10144,566,[u'Enlish'],A3L97TYRY8LPPT
10185,566,[u'english'],A3M4PBM53Y3R46
10186,564,[u'english'],A3M4PBM53Y3R46
10187,568,[u'i said them out look and if i could pronounce them without a foreign accent then it could be a word.'],A3M4PBM53Y3R46
10188,558,[24],A3M4PBM53Y3R46
10189,562,[u'female'],A3M4PBM53Y3R46
10267,564,[u'English'],A3NB806QUINGG4
10268,566,[u'English'],A3NB806QUINGG4
10269,562,[u'female'],A3NB806QUINGG4
10270,568,[u'Saying the word'],A3NB806QUINGG4
10271,558,[40],A3NB806QUINGG4
10547,564,[u'english'],A3QJ92GPB3PAGJ
10548,568,[u'sounding the words out'],A3QJ92GPB3PAGJ
10549,566,[u'english'],A3QJ92GPB3PAGJ
10550,562,[u'female'],A3QJ92GPB3PAGJ
10551,558,[29],A3QJ92GPB3PAGJ
10745,558,[20],A3S364KCSZIWM5
10746,564,[u'English'],A3S364KCSZIWM5
10747,566,[u'English'],A3S364KCSZIWM5
10748,568,"[u'Length, number of vowels']",A3S364KCSZIWM5
10749,562,[u'female'],A3S364KCSZIWM5
10914,562,[u'male'],A3TQU9C3WIZD7Y
10915,564,[u'English'],A3TQU9C3WIZD7Y
10916,568,[u'How it sounded'],A3TQU9C3WIZD7Y
10917,566,[u'English'],A3TQU9C3WIZD7Y
10918,558,[36],A3TQU9C3WIZD7Y
10959,562,[u'female'],A3UF7QELO2TSGG
10960,568,[u'sound and letter placement'],A3UF7QELO2TSGG
10961,564,[u'english'],A3UF7QELO2TSGG
10962,558,[51],A3UF7QELO2TSGG
10963,566,[u'english'],A3UF7QELO2TSGG
11173,564,[u'english'],A74EYSZ2A1Z3V
11174,566,[u'english'],A74EYSZ2A1Z3V
11175,562,[u'female'],A74EYSZ2A1Z3V
11176,558,[54],A74EYSZ2A1Z3V
11177,568,[u'gut'],A74EYSZ2A1Z3V
11521,568,[u'Thinking about/looking/reading'],A9XQ69GS9LGEH
11522,558,[22],A9XQ69GS9LGEH
11523,564,[u'english'],A9XQ69GS9LGEH
11524,566,[u'english'],A9XQ69GS9LGEH
11525,562,[u'female'],A9XQ69GS9LGEH
11773,566,[u'english'],ABR2LRQVCQS11
11774,564,[u'english'],ABR2LRQVCQS11
11775,568,[u'intuition'],ABR2LRQVCQS11
11776,558,[32],ABR2LRQVCQS11
11777,562,[u'female'],ABR2LRQVCQS11
11818,562,[u'male'],AC79XT2Z4O3JZ
11819,566,[u'english '],AC79XT2Z4O3JZ
11820,564,[u'english'],AC79XT2Z4O3JZ
11821,568,[u'sounding out words'],AC79XT2Z4O3JZ
11822,558,[21],AC79XT2Z4O3JZ
11863,562,[u'male'],AC79XT2Z4O3JZ
11864,566,[u'english '],AC79XT2Z4O3JZ
11865,564,[u'english'],AC79XT2Z4O3JZ
11866,568,[u'sounding out words'],AC79XT2Z4O3JZ
11867,558,[21],AC79XT2Z4O3JZ
11953,568,"[u'i said the words out loud. If i could pronounce them well, then i decided they could be english words.']",ACFMXT9ZGJJYZ
11954,558,[20],ACFMXT9ZGJJYZ
11955,562,[u'female'],ACFMXT9ZGJJYZ
11956,566,[u'english'],ACFMXT9ZGJJYZ
11957,564,[u'english'],ACFMXT9ZGJJYZ
12696,564,[u'english'],AFKCX6JHZVKDX
12697,566,[u'english'],AFKCX6JHZVKDX
12698,568,[u'none just guessed'],AFKCX6JHZVKDX
12699,562,[u'female'],AFKCX6JHZVKDX
12700,558,[47],AFKCX6JHZVKDX
12741,564,[u'english'],AFKCX6JHZVKDX
12742,566,[u'english'],AFKCX6JHZVKDX
12743,568,[u'none just guessed'],AFKCX6JHZVKDX
12744,562,[u'female'],AFKCX6JHZVKDX
12745,558,[47],AFKCX6JHZVKDX
12824,566,[u'english'],AFQKLIYNCVZTL
12825,558,[34],AFQKLIYNCVZTL
12826,564,[u'english'],AFQKLIYNCVZTL
12827,568,[u'said the words aloud to see if they sounded like other English words.'],AFQKLIYNCVZTL
12828,562,[u'male'],AFQKLIYNCVZTL
12869,566,[u'English'],AGBLVZJFLIBKO
12870,564,[u'english'],AGBLVZJFLIBKO
12871,568,"[u""Mostly the amount of consonant sounds and if they're broken up by vowel sounds.""]",AGBLVZJFLIBKO
12872,558,[30],AGBLVZJFLIBKO
12873,562,[u'male'],AGBLVZJFLIBKO
12995,562,[u'female'],AH31QLJ57XC8W
12996,568,[u'with with my gut'],AH31QLJ57XC8W
12997,566,[u'english'],AH31QLJ57XC8W
12998,558,[30],AH31QLJ57XC8W
12999,564,[u'english'],AH31QLJ57XC8W
13040,562,[u'female'],AH31QLJ57XC8W
13041,568,[u'with with my gut'],AH31QLJ57XC8W
13042,566,[u'english'],AH31QLJ57XC8W
13043,558,[30],AH31QLJ57XC8W
13044,564,[u'english'],AH31QLJ57XC8W
13160,558,[31],AIP86A0A63QKK
13161,564,[u'english'],AIP86A0A63QKK
13162,568,[u'how they sounded out'],AIP86A0A63QKK
13163,562,[u'male'],AIP86A0A63QKK
13164,566,[u'english'],AIP86A0A63QKK
13285,562,[u'female'],AKA8DP72VWZKR
13286,558,[26],AKA8DP72VWZKR
13287,568,[u'I read them out loud and tried to imagine them being actual english words.'],AKA8DP72VWZKR
13288,566,[u'english'],AKA8DP72VWZKR
13289,564,[u'english'],AKA8DP72VWZKR
13441,558,[54],AKX5RHHO8BIUX
13442,566,[u'English'],AKX5RHHO8BIUX
13443,564,[u'English'],AKX5RHHO8BIUX
13444,568,"[u'how they sounded, fit English spelling rules.']",AKX5RHHO8BIUX
13445,562,[u'male'],AKX5RHHO8BIUX
13530,558,[51],ALPXO9X1R12IO
13531,564,[u'English'],ALPXO9X1R12IO
13532,568,[u'What sounds usable'],ALPXO9X1R12IO
13533,562,[u'male'],ALPXO9X1R12IO
13534,566,[u'English'],ALPXO9X1R12IO
13611,558,[46],AMS3WWQ3LDZM0
13612,568,[u'just sounding them out'],AMS3WWQ3LDZM0
13613,562,[u'female'],AMS3WWQ3LDZM0
13614,566,[u'English'],AMS3WWQ3LDZM0
13615,564,[u'English'],AMS3WWQ3LDZM0
13693,566,[u'English'],ANA6D4XJOMR4I
13694,564,[u'English'],ANA6D4XJOMR4I
13695,568,[u'I sounded it out '],ANA6D4XJOMR4I
13696,558,[35],ANA6D4XJOMR4I
13697,562,[u'female'],ANA6D4XJOMR4I
13812,558,[57],AO0I8T2YWBHVZ
13813,566,[u'English'],AO0I8T2YWBHVZ
13814,564,[u'English'],AO0I8T2YWBHVZ
13815,568,[u'pronunciation'],AO0I8T2YWBHVZ
13816,562,[u'female'],AO0I8T2YWBHVZ
13894,564,[u'english'],AO7FM98CP90CL
13895,568,[u'none'],AO7FM98CP90CL
13896,558,[29],AO7FM98CP90CL
13897,566,[u'english'],AO7FM98CP90CL
13898,562,[u'female'],AO7FM98CP90CL
14027,564,[u'English'],AR4UI9K92BUT3
14028,566,[u'Engish'],AR4UI9K92BUT3
14029,568,[u'I said the word aloud'],AR4UI9K92BUT3
14030,558,[64],AR4UI9K92BUT3
14031,562,[u'female'],AR4UI9K92BUT3
14146,568,"[u'sound, ease of pronunciation']",ARVSVYBL46LC9
14147,566,[u'English'],ARVSVYBL46LC9
14148,564,[u'English'],ARVSVYBL46LC9
14149,558,[59],ARVSVYBL46LC9
14150,562,[u'female'],ARVSVYBL46LC9
14228,568,[u'I tried to say them outloud and see if I could make sense of them'],AS68QSR9OKM0N
14229,564,[u'English'],AS68QSR9OKM0N
14230,562,[u'female'],AS68QSR9OKM0N
14231,566,[u'English'],AS68QSR9OKM0N
14232,558,[31],AS68QSR9OKM0N
14317,564,[u'English'],AS7J4JT5I2BSZ
14318,558,[41],AS7J4JT5I2BSZ
14319,566,[u'English'],AS7J4JT5I2BSZ
14320,562,[u'female'],AS7J4JT5I2BSZ
14321,568,[u'English usual letter combinations'],AS7J4JT5I2BSZ
14479,562,[u'female'],AT5FTXMC2IW33
14480,558,[20],AT5FTXMC2IW33
14481,564,[u'English'],AT5FTXMC2IW33
14482,566,[u'English'],AT5FTXMC2IW33
14483,568,"[u'I sounded out each word, and I tried to think of a real English word that it sounded like.']",AT5FTXMC2IW33
14561,568,[u'If I could sound them out then I think they could be a word.'],AUUJR3FPZWD24
14562,564,[u'English'],AUUJR3FPZWD24
14563,558,[22],AUUJR3FPZWD24
14564,562,[u'female'],AUUJR3FPZWD24
14565,566,[u'English'],AUUJR3FPZWD24
14885,566,[u'English'],AX1NNEJO8IGV1
14886,568,"[u'double or triple consonants were no; tio, sh, ie, etc. were yes.']",AX1NNEJO8IGV1
14887,558,[26],AX1NNEJO8IGV1
14888,562,[u'female'],AX1NNEJO8IGV1
14889,564,[u'English'],AX1NNEJO8IGV1
14974,562,[u'female'],AXW5IVGL4JKLW
14975,566,[u'English'],AXW5IVGL4JKLW
14976,568,[u'Pronouncing outloud and thinking what consonants in English do not work together'],AXW5IVGL4JKLW
14977,564,[u'English'],AXW5IVGL4JKLW
14978,558,[27],AXW5IVGL4JKLW
15100,566,[u'Englsih'],AZ2GWEOBEMQL0
15101,562,[u'female'],AZ2GWEOBEMQL0
15102,558,[25],AZ2GWEOBEMQL0
