,PageID,SelectedText,WorkerID
4183,557,[35],A1Z9Q0X7194BRQ
4268,557,[27],A20CYIUITWLCO
4269,567,[u'If it souded right'],A20CYIUITWLCO
4270,565,[u'english'],A20CYIUITWLCO
4271,563,[u'english'],A20CYIUITWLCO
4272,561,[u'male'],A20CYIUITWLCO
4312,567,"[u'if it followed usual english rules, consonant and vowel processions']",A20KJRW7NPB05U
4313,563,[u'english'],A20KJRW7NPB05U
4314,565,[u'english'],A20KJRW7NPB05U
4315,561,[u'male'],A20KJRW7NPB05U
4316,557,[39],A20KJRW7NPB05U
4393,567,[u'Structural similarity to other words.'],A21JLRJ8NVYZ3E
4394,563,[u'English'],A21JLRJ8NVYZ3E
4395,557,[21],A21JLRJ8NVYZ3E
4396,561,[u'male'],A21JLRJ8NVYZ3E
4397,565,[u'English'],A21JLRJ8NVYZ3E
4714,563,[u'English'],A229PBL3A53GIY
4715,557,[26],A229PBL3A53GIY
4716,567,"[u'It it sounded like gibberish I said no, if it looks similar to real words I chose yes']",A229PBL3A53GIY
4717,561,[u'female'],A229PBL3A53GIY
4718,565,[u'English'],A229PBL3A53GIY
4758,565,[u'English'],A22RYT57XW88C1
4759,563,[u'English'],A22RYT57XW88C1
4760,561,[u'male'],A22RYT57XW88C1
4761,567,[u'the words had to have basic phonetic sounds similar to other English words or if the words or part of the words rhymed with other English words'],A22RYT57XW88C1
4762,557,[40],A22RYT57XW88C1
4802,557,[64],A231YJ92L0FV6T
4803,567,[u'I said them out loud using long vowels and short vowels to see if they sounded like real words.'],A231YJ92L0FV6T
4804,563,[u'English'],A231YJ92L0FV6T
4805,565,[u'English'],A231YJ92L0FV6T
4806,561,[u'female'],A231YJ92L0FV6T
4883,563,[u'English'],A23NHL1Q5LUYB4
4884,561,[u'female'],A23NHL1Q5LUYB4
4885,557,[35],A23NHL1Q5LUYB4
4886,565,[u'English'],A23NHL1Q5LUYB4
4887,567,[u'words that sounds more like the English language'],A23NHL1Q5LUYB4
4927,567,[u'if the word made since'],A245ULD0JMXA1A
4928,563,[u'english'],A245ULD0JMXA1A
4929,557,[25],A245ULD0JMXA1A
4930,565,[u'english'],A245ULD0JMXA1A
4931,561,[u'female'],A245ULD0JMXA1A
4971,565,[u'english'],A26RO8GGTQAXGG
4972,557,[51],A26RO8GGTQAXGG
4973,567,"[u""sounded them out and some letter combos just don't work""]",A26RO8GGTQAXGG
4974,561,[u'female'],A26RO8GGTQAXGG
4975,563,[u'english'],A26RO8GGTQAXGG
5207,557,[39],A27Y8K3JEAFZIB
5208,563,[u'english'],A27Y8K3JEAFZIB
5209,561,[u'male'],A27Y8K3JEAFZIB
5210,565,[u'english'],A27Y8K3JEAFZIB
5211,567,[u'Whether it looked or sounded like an existing word'],A27Y8K3JEAFZIB
5251,563,[u'English'],A28B8TGLQO1ZBD
5252,557,[22],A28B8TGLQO1ZBD
5253,567,[u'Number of successive consonants'],A28B8TGLQO1ZBD
5254,561,[u'male'],A28B8TGLQO1ZBD
5255,565,[u'English'],A28B8TGLQO1ZBD
5340,565,[u'English'],A28RX7L0QZ993M
5341,557,[34],A28RX7L0QZ993M
5342,563,[u'English'],A28RX7L0QZ993M
5343,567,[u'I based my decisions on existing words that are used in English as well as basing the decision on whether the structure of the word corresponded to traditional English spelling rules. '],A28RX7L0QZ993M
5344,561,[u'male'],A28RX7L0QZ993M
5466,557,[59],A2AS1XVESKIKG
5467,565,[u'English'],A2AS1XVESKIKG
5468,567,"[u'just sounded them out; if there were too many consonants, I voted no to them being possibly English words']",A2AS1XVESKIKG
5469,563,[u'English'],A2AS1XVESKIKG
5470,561,[u'female'],A2AS1XVESKIKG
5674,557,[44],A2DLH5XGBNYXWS
5675,565,[u'English'],A2DLH5XGBNYXWS
5676,567,"[u'pronunciation, consonant sequences mostly']",A2DLH5XGBNYXWS
5677,561,[u'female'],A2DLH5XGBNYXWS
5678,563,[u'English'],A2DLH5XGBNYXWS
5718,565,[u'English'],A2DNLH03YCHBOV
5719,557,[37],A2DNLH03YCHBOV
5720,561,[u'male'],A2DNLH03YCHBOV
5721,567,[u'If the word followed the spelling of similar words.'],A2DNLH03YCHBOV
5722,563,[u'English'],A2DNLH03YCHBOV
5762,567,[u'how difficult the consonant clusters were to pronounce and how frequently they occur in English words'],A2EC46CDNU5OVY
5763,565,[u'English '],A2EC46CDNU5OVY
5764,563,[u'English'],A2EC46CDNU5OVY
5765,561,[u'female'],A2EC46CDNU5OVY
5766,557,[26],A2EC46CDNU5OVY
5933,567,[u'No strategy.'],A2F1JTU06CO6VD
5934,561,[u'female'],A2F1JTU06CO6VD
5935,557,[34],A2F1JTU06CO6VD
5936,565,[u'English'],A2F1JTU06CO6VD
5937,563,[u'English'],A2F1JTU06CO6VD
6095,565,[u'english'],A2H8GNSEVUJXYL
6096,563,[u'english'],A2H8GNSEVUJXYL
6097,567,[u'letter combinations exist in english'],A2H8GNSEVUJXYL
6098,561,[u'male'],A2H8GNSEVUJXYL
6099,557,[55],A2H8GNSEVUJXYL
6184,567,"[u'If they resembled other words in pronunciation, the instance of certain letters together made some words sound immediately foreign.']",A2I71MVTUTFCLK
6185,563,[u'English'],A2I71MVTUTFCLK
6186,561,[u'female'],A2I71MVTUTFCLK
6187,565,[u'English'],A2I71MVTUTFCLK
6188,557,[28],A2I71MVTUTFCLK
6273,557,[26],A2JIAEQS1I96N4
6274,563,[u'english'],A2JIAEQS1I96N4
6275,567,[u'pronounced the words'],A2JIAEQS1I96N4
6276,561,[u'female'],A2JIAEQS1I96N4
6277,565,[u'english'],A2JIAEQS1I96N4
6353,567,[u'I said the words aloud and thought about roots or sounds they may have in common with existing English words. '],A2KA1H6AA3Y80G
6354,565,[u'English '],A2KA1H6AA3Y80G
6355,563,[u'English '],A2KA1H6AA3Y80G
6356,557,[31],A2KA1H6AA3Y80G
6357,561,[u'male'],A2KA1H6AA3Y80G
6515,557,[21],A2N0YNKIP6FUCV
6516,567,[u'vowel placement '],A2N0YNKIP6FUCV
6517,563,[u'English'],A2N0YNKIP6FUCV
6518,565,[u'English'],A2N0YNKIP6FUCV
6519,561,[u'female'],A2N0YNKIP6FUCV
6559,567,"[u'If they had strange combinations of consonant sounds I said ""no""']",A2NFKOH8HAAL1P
6560,557,[60],A2NFKOH8HAAL1P
6561,561,[u'male'],A2NFKOH8HAAL1P
6562,563,[u'English'],A2NFKOH8HAAL1P
6563,565,[u'English'],A2NFKOH8HAAL1P
6603,561,[u'female'],A2O46K86L79OJ7
6604,563,[u'english'],A2O46K86L79OJ7
6605,565,[u'english'],A2O46K86L79OJ7
6606,567,[u'considered vowel and consonant placement'],A2O46K86L79OJ7
6607,557,[44],A2O46K86L79OJ7
6766,567,[u'ones that sounded like other words i said yes to'],A2R2YZTSME1K3F
6767,557,[35],A2R2YZTSME1K3F
6768,565,[u'english'],A2R2YZTSME1K3F
6769,561,[u'male'],A2R2YZTSME1K3F
6770,563,[u'english'],A2R2YZTSME1K3F
6956,561,[u'male'],A2RVEG53L48BAE
6957,557,[35],A2RVEG53L48BAE
6958,567,[u'chose words without misplaced letters'],A2RVEG53L48BAE
6959,565,[u'English'],A2RVEG53L48BAE
6960,563,[u'English'],A2RVEG53L48BAE
7037,563,[u'English'],A2SBN6V55I5K4I
7038,567,[u'intuition'],A2SBN6V55I5K4I
7039,561,[u'female'],A2SBN6V55I5K4I
7040,565,[u'English'],A2SBN6V55I5K4I
7041,557,[30],A2SBN6V55I5K4I
7372,565,[u'english'],A2UO3QJZNC2VOE
7373,561,[u'male'],A2UO3QJZNC2VOE
7374,563,[u'english'],A2UO3QJZNC2VOE
7375,557,[30],A2UO3QJZNC2VOE
7376,567,[u'my gut'],A2UO3QJZNC2VOE
7913,557,[35],A32QRY3NAE9PUD
7914,565,[u'English'],A32QRY3NAE9PUD
7915,567,[u'words with multiple consonants in a row were judged to be non-english words. I followed basic scheme of english language in word construction.'],A32QRY3NAE9PUD
7916,561,[u'female'],A32QRY3NAE9PUD
7917,563,[u'English'],A32QRY3NAE9PUD
8165,567,[u'whether or not they sounded russian or czech or french '],A362USG95RFM3D
8166,565,[u'english'],A362USG95RFM3D
8167,557,[36],A362USG95RFM3D
8168,563,[u'english'],A362USG95RFM3D
8169,561,[u'male'],A362USG95RFM3D
8299,563,[u'english'],A36C6T1Y7EO5JZ
8300,565,[u'english'],A36C6T1Y7EO5JZ
8301,557,[25],A36C6T1Y7EO5JZ
8302,567,[u'If it sounded similar to other english words or not'],A36C6T1Y7EO5JZ
8303,561,[u'female'],A36C6T1Y7EO5JZ
8388,567,[u'if it sounded familiar'],A36KDWI1CGJFFA
8389,561,[u'male'],A36KDWI1CGJFFA
8390,563,[u'English'],A36KDWI1CGJFFA
8391,557,[61],A36KDWI1CGJFFA
8392,565,[u'English'],A36KDWI1CGJFFA
8477,565,[u'English'],A36XN3WT6D9WSM
8478,567,[u'How difficult/easy it was to pronounce the word based on phonics and spelling. '],A36XN3WT6D9WSM
8479,557,[32],A36XN3WT6D9WSM
8480,561,[u'female'],A36XN3WT6D9WSM
8481,563,[u'English'],A36XN3WT6D9WSM
8595,561,[u'female'],A38BPA6LLVQCN
8596,557,[45],A38BPA6LLVQCN
8597,567,[u'said the word and used my phonetic judgment as to whether is sounded in alignment with english phonics'],A38BPA6LLVQCN
8598,563,[u'english'],A38BPA6LLVQCN
8599,565,[u'english'],A38BPA6LLVQCN
8901,561,[u'male'],A3AIQHEJZ80G56
8902,557,[26],A3AIQHEJZ80G56
8903,563,[u'English'],A3AIQHEJZ80G56
8904,567,[u'Whether certain consonants would pair well.'],A3AIQHEJZ80G56
8905,565,[u'English'],A3AIQHEJZ80G56
9370,561,[u'female'],A3E8HLOSFQ7QIL
9371,565,[u'english'],A3E8HLOSFQ7QIL
9372,557,[43],A3E8HLOSFQ7QIL
9373,563,[u'english'],A3E8HLOSFQ7QIL
9374,567,[u'spoke them out loud'],A3E8HLOSFQ7QIL
9721,563,[u'English'],A3ILI5LX7MFORH
9722,557,[28],A3ILI5LX7MFORH
9723,567,[u'I spoke them aloud'],A3ILI5LX7MFORH
9724,561,[u'female'],A3ILI5LX7MFORH
9725,565,[u'English'],A3ILI5LX7MFORH
9765,565,[u'English and French'],A3IMQGP6Q6URB6
9766,561,[u'female'],A3IMQGP6Q6URB6
9767,557,[47],A3IMQGP6Q6URB6
9768,563,[u'English'],A3IMQGP6Q6URB6
9769,567,"[u""I rejected words that combined sounds in sequences that weren't typical of English.""]",A3IMQGP6Q6URB6
9809,563,[u'English'],A3IX7NEE8OBXE5
9810,565,[u'English'],A3IX7NEE8OBXE5
9811,557,[54],A3IX7NEE8OBXE5
9812,567,[u'Saying the words out loud and listening to see if they sounded at all familiar'],A3IX7NEE8OBXE5
9813,561,[u'female'],A3IX7NEE8OBXE5
9853,563,[u'English'],A3JMWF2GPZULV6
9854,567,[u'I just said yes to those which could be pronounced easily.'],A3JMWF2GPZULV6
9855,557,[30],A3JMWF2GPZULV6
9856,561,[u'male'],A3JMWF2GPZULV6
9857,565,[u'English'],A3JMWF2GPZULV6
9933,565,[u'English'],A3K6BUHCJU9HRH
9934,567,[u'Existing vocabulary and familiar phonetics'],A3K6BUHCJU9HRH
9935,563,[u'English'],A3K6BUHCJU9HRH
9936,557,[48],A3K6BUHCJU9HRH
9937,561,[u'female'],A3K6BUHCJU9HRH
10014,567,"[u'If I could make the sounds of the words, by the rules of theEnglish language, then it could be an English word.']",A3KL0CPDH3AJ9Z
10015,563,[u'English'],A3KL0CPDH3AJ9Z
10016,557,[56],A3KL0CPDH3AJ9Z
10017,561,[u'female'],A3KL0CPDH3AJ9Z
10018,565,[u'English'],A3KL0CPDH3AJ9Z
10311,557,[62],A3NE7SIDYZCF98
10312,565,[u'english'],A3NE7SIDYZCF98
10313,561,[u'female'],A3NE7SIDYZCF98
10314,563,[u'english'],A3NE7SIDYZCF98
10315,567,[u'just sounded them out'],A3NE7SIDYZCF98
10663,567,[u'i just sounded them out'],A3RQ1ZKL3TYXDC
10664,565,[u'English'],A3RQ1ZKL3TYXDC
10665,557,[42],A3RQ1ZKL3TYXDC
10666,563,[u'English'],A3RQ1ZKL3TYXDC
10667,561,[u'male'],A3RQ1ZKL3TYXDC
10789,557,[46],A3SDFAOJW87FGP
10790,567,"[u'Sounded them out in my head, looked for familiar or unfamiliar letter combinations']",A3SDFAOJW87FGP
10791,565,[u'English'],A3SDFAOJW87FGP
10792,563,[u'English'],A3SDFAOJW87FGP
10793,561,[u'female'],A3SDFAOJW87FGP
10869,565,[u'English'],A3TJ43EVRYQ55R
10870,557,[26],A3TJ43EVRYQ55R
10871,561,[u'female'],A3TJ43EVRYQ55R
10872,567,[u'How it sounded'],A3TJ43EVRYQ55R
10873,563,[u'English'],A3TJ43EVRYQ55R
11003,567,[u'spellings that sounded clean'],A3UQ982VZ9PRXO
11004,557,[34],A3UQ982VZ9PRXO
11005,561,[u'male'],A3UQ982VZ9PRXO
11006,563,[u'english'],A3UQ982VZ9PRXO
11007,565,[u'english'],A3UQ982VZ9PRXO
11047,561,[u'female'],A3VYWCMYY5E8KA
11048,565,[u'English'],A3VYWCMYY5E8KA
11049,557,[25],A3VYWCMYY5E8KA
11050,567,[u'The way consonants and vowels are combined to make words in English'],A3VYWCMYY5E8KA
11051,563,[u'English'],A3VYWCMYY5E8KA
11476,563,[u'English'],A9MGD6PRW1N7K
11477,557,[36],A9MGD6PRW1N7K
11478,565,[u'English'],A9MGD6PRW1N7K
11479,561,[u'female'],A9MGD6PRW1N7K
11480,567,[u'I said them out loud as I read them and if they sounded plausible as an english word then I said yes.'],A9MGD6PRW1N7K
11609,565,[u'english'],AA8JNZOPBGT7U
11610,557,[32],AA8JNZOPBGT7U
11611,563,[u'english'],AA8JNZOPBGT7U
11612,561,[u'female'],AA8JNZOPBGT7U
11613,567,[u'how the words sounded when I read them phonetically'],AA8JNZOPBGT7U
11908,561,[u'male'],ACF8P9GYSBC3U
11909,565,[u'english'],ACF8P9GYSBC3U
11910,557,[28],ACF8P9GYSBC3U
11911,567,[u'what sounded like a english word'],ACF8P9GYSBC3U
11912,563,[u'english'],ACF8P9GYSBC3U
11997,567,[u'if they had a similar sound to real english words'],ACH70NP9QPQ48
11998,561,[u'male'],ACH70NP9QPQ48
11999,563,[u'English'],ACH70NP9QPQ48
12000,565,[u'English'],ACH70NP9QPQ48
12001,557,[31],ACH70NP9QPQ48
12041,567,"[u""I didn't choose the words that sounded like foreign languages. Mostly these had a lot of consonants together in unfamiliar ways to me. A lot of z's and sh's and the like.""]",ACLQGFWFKYXD8
12042,561,[u'male'],ACLQGFWFKYXD8
12043,557,[22],ACLQGFWFKYXD8
12044,565,[u'English'],ACLQGFWFKYXD8
12045,563,[u'English'],ACLQGFWFKYXD8
12160,557,[50],ACQU1Z5X8PJNM
12161,563,[u'English'],ACQU1Z5X8PJNM
12162,565,[u'English'],ACQU1Z5X8PJNM
12163,561,[u'female'],ACQU1Z5X8PJNM
12164,567,[u'spoke it out loud and choose words that sounded similar to English words'],ACQU1Z5X8PJNM
12204,557,[67],AD368A1RHHRC3
12205,567,[u'Nothing in particular.  Just sounded out each word to hear the sound.'],AD368A1RHHRC3
12206,561,[u'female'],AD368A1RHHRC3
12207,565,[u'English'],AD368A1RHHRC3
12208,563,[u'English'],AD368A1RHHRC3
12321,561,[u'male'],ADVX8TFPFCW30
12322,567,[u'I pronounced them mentally and decided if they would be a word I could see being used by English speakers. '],ADVX8TFPFCW30
12323,563,[u'English'],ADVX8TFPFCW30
12324,557,[21],ADVX8TFPFCW30
12325,565,[u'English'],ADVX8TFPFCW30
12402,567,[u'Sounded them out to see if they made sense'],ADYEWV4V7P61J
12403,563,[u'english'],ADYEWV4V7P61J
12404,561,[u'female'],ADYEWV4V7P61J
12405,565,[u'english'],ADYEWV4V7P61J
12406,557,[31],ADYEWV4V7P61J
12483,565,[u'English'],AEUSDM16YRLEK
12484,567,[u'Saying the word out loud and deciding if it sounded like english or not'],AEUSDM16YRLEK
12485,557,[19],AEUSDM16YRLEK
12486,561,[u'female'],AEUSDM16YRLEK
12487,563,[u'English'],AEUSDM16YRLEK
12527,565,[u'English'],AF18OIZ0GWGP2
12528,563,[u'English'],AF18OIZ0GWGP2
12529,557,[40],AF18OIZ0GWGP2
12530,567,"[u""If the consonant sounds didn't go together like I would expect them to, I would answer no.  If I could fairly easily pronounce it, I put yes.""]",AF18OIZ0GWGP2
12531,561,[u'female'],AF18OIZ0GWGP2
12571,565,[u'english'],AF4GCRZE8LNB7
12572,561,[u'male'],AF4GCRZE8LNB7
12573,563,[u'english'],AF4GCRZE8LNB7
12574,557,[44],AF4GCRZE8LNB7
12575,567,[u'How they sounded in my head.'],AF4GCRZE8LNB7
12651,567,"[u'How easy the words would roll off the tongue, similarities between other words already in use, and also the ease of which a natural English speaker could say it']",AFHRMJIHMGLDE
12652,561,[u'female'],AFHRMJIHMGLDE
12653,565,[u'English'],AFHRMJIHMGLDE
12654,557,[28],AFHRMJIHMGLDE
12655,563,[u'English'],AFHRMJIHMGLDE
12950,565,[u'English'],AGKF4L6PY7DPZ
12951,563,[u'English'],AGKF4L6PY7DPZ
12952,557,[30],AGKF4L6PY7DPZ
12953,561,[u'female'],AGKF4L6PY7DPZ
12954,567,[u'Pronunciation'],AGKF4L6PY7DPZ
13240,557,[63],AK0PU96DYAJXN
13241,567,[u'Some words sounded like english wordes whils some sounded more mile slavic or norse words to me'],AK0PU96DYAJXN
13242,563,[u'English'],AK0PU96DYAJXN
13243,565,[u'English'],AK0PU96DYAJXN
13244,561,[u'male'],AK0PU96DYAJXN
13485,567,[u'Words that sounded like English words are what I picked.'],ALGUMOC0JAMUS
13486,565,[u'English '],ALGUMOC0JAMUS
13487,557,[31],ALGUMOC0JAMUS
13488,561,[u'male'],ALGUMOC0JAMUS
13489,563,[u'English'],ALGUMOC0JAMUS
13938,563,[u'English'],AOUTGJP3CL30L
13939,557,[43],AOUTGJP3CL30L
13940,565,[u'English'],AOUTGJP3CL30L
13941,567,[u'My recognition of my native language and spellings'],AOUTGJP3CL30L
13942,561,[u'female'],AOUTGJP3CL30L
13982,561,[u'female'],AP2JY541J3MH5
13983,565,[u'English'],AP2JY541J3MH5
13984,557,[26],AP2JY541J3MH5
13985,563,[u'english'],AP2JY541J3MH5
13986,567,"[u'Looked at the word to see if the spelling was close to an actual english word, then sounded it out to confirm']",AP2JY541J3MH5
14272,563,[u'English'],AS74ISQX0TH56
14273,561,[u'male'],AS74ISQX0TH56
14274,557,[22],AS74ISQX0TH56
14275,567,[u'Just what sounded natural'],AS74ISQX0TH56
14276,565,[u'English'],AS74ISQX0TH56
14434,557,[31],AT1O6YB3PM5BU
14435,567,"[u'If it was a word I felt I could pronouce, then I would mark yes.']",AT1O6YB3PM5BU
14436,561,[u'female'],AT1O6YB3PM5BU
14437,565,[u'enlish'],AT1O6YB3PM5BU
14438,563,[u'english'],AT1O6YB3PM5BU
14678,561,[u'female'],AVCS7880TS9LF
14679,567,[u'phonetics '],AVCS7880TS9LF
14680,565,[u'english'],AVCS7880TS9LF
14681,563,[u'english'],AVCS7880TS9LF
14682,557,[18],AVCS7880TS9LF
14929,563,[u'English'],AX3MVCU5MEFED
14930,565,[u'English'],AX3MVCU5MEFED
14931,557,[21],AX3MVCU5MEFED
14932,567,[u'Sounded them out'],AX3MVCU5MEFED
14933,561,[u'female'],AX3MVCU5MEFED
15055,563,[u'english'],AYHMKEQRVIIJT
15056,557,[38],AYHMKEQRVIIJT
15057,565,[u'english'],AYHMKEQRVIIJT
15058,567,"[u'i sounded out the word, also if z was next to another consenent']",AYHMKEQRVIIJT
15059,561,[u'female'],AYHMKEQRVIIJT
