,PageID,SelectedText,WorkerID
5224,581,[u'just rememeber the fa I think my memory is going now as I was concentrating so hard you should ask this question imediately after us taking that section'],A1922YIUI5MMUP
5673,573,[u'female'],A195MOXRMNHRVT
5675,579,"[u""general recollection about the words I'd seen before/guess""]",A195MOXRMNHRVT
5676,581,"[u""rules I thought I'd identified""]",A195MOXRMNHRVT
5677,577,[u'english'],A195MOXRMNHRVT
5678,575,[u'english'],A195MOXRMNHRVT
5800,575,[u'English'],A19KF02ULCISTQ
5801,573,[u'male'],A19KF02ULCISTQ
5802,577,[u'English'],A19KF02ULCISTQ
5804,579,[u'harder second consonant.'],A19KF02ULCISTQ
5805,581,"[u'add fa, if it ends in n, change to m and add fa']",A19KF02ULCISTQ
5927,581,"[u""I remebered that all ng's were changed to m's. I think also n's were changed to m's. Then followed by fa.""]",A19RK7JV7FVCZX
5928,573,[u'female'],A19RK7JV7FVCZX
5929,575,[u'English'],A19RK7JV7FVCZX
5930,579,[u'Just memory and feeling about the patterns I could remember.'],A19RK7JV7FVCZX
5932,577,[u'English'],A19RK7JV7FVCZX
6055,575,[u'English'],A1A1A9UHNQCI9Y
6056,577,[u'English'],A1A1A9UHNQCI9Y
6057,581,[u'I tried to recall the plurals I saw in the beginning. '],A1A1A9UHNQCI9Y
6058,579,[u'I chose words that looked familiar to previous words. '],A1A1A9UHNQCI9Y
6059,573,[u'female'],A1A1A9UHNQCI9Y
6181,581,[u'If there was a b or p in front of the plural the letter changed.'],A1AKJVWOCX77GF
6182,579,[u'I just guesswed by how the words sounded.'],A1AKJVWOCX77GF
6183,577,[u'English'],A1AKJVWOCX77GF
6184,573,[u'male'],A1AKJVWOCX77GF
6185,575,[u'English'],A1AKJVWOCX77GF
6308,581,[u'I briefly and loosely caught onto some patterns like english plurals'],A1AP4U73VRD8V1
6310,575,[u'english'],A1AP4U73VRD8V1
6311,577,[u'english'],A1AP4U73VRD8V1
6312,579,[u'gut instinct'],A1AP4U73VRD8V1
6313,573,[u'male'],A1AP4U73VRD8V1
7083,575,[u'English'],A1CH9HKVGMO2JU
7084,577,[u'English'],A1CH9HKVGMO2JU
7085,579,[u'I tried to watch for familiar inner letter patterns.'],A1CH9HKVGMO2JU
7086,581,"[u'I noticed that n switched to m, and b switched to p ']",A1CH9HKVGMO2JU
7088,573,[u'female'],A1CH9HKVGMO2JU
7210,577,[u'English'],A1DAJB3LE0M0EM
7211,573,[u'female'],A1DAJB3LE0M0EM
7212,581,[u'Tried to remember how the example words looked'],A1DAJB3LE0M0EM
7213,579,[u'What sounded better'],A1DAJB3LE0M0EM
7214,575,[u'English'],A1DAJB3LE0M0EM
7337,579,[u'The letters in the words'],A1E9RAXPMZ2CMG
7339,581,[u'looked for changed letters and the ending of fa'],A1E9RAXPMZ2CMG
7340,577,[u'english'],A1E9RAXPMZ2CMG
7341,573,[u'male'],A1E9RAXPMZ2CMG
7342,575,[u'english'],A1E9RAXPMZ2CMG
7464,581,"[u'add -fa. if ends in -n or-ng, change to -m']",A1EEQJAIN8Y8PU
7466,573,[u'male'],A1EEQJAIN8Y8PU
7467,577,[u'enlgish'],A1EEQJAIN8Y8PU
7468,575,[u'english'],A1EEQJAIN8Y8PU
7469,579,[u'word length and sound'],A1EEQJAIN8Y8PU
7591,581,[u'I went with my instinct from the sound.'],A1EPKYRRR8OMKY
7592,573,[u'male'],A1EPKYRRR8OMKY
7594,575,[u'English'],A1EPKYRRR8OMKY
7595,579,[u'Instinct from the sound'],A1EPKYRRR8OMKY
7596,577,[u'English'],A1EPKYRRR8OMKY
7864,579,"[u'softer sounds seemed more consistent than harder sounds and ""m""s were always preferable']",A1F8MOWCCVDIH2
7865,577,[u'English'],A1F8MOWCCVDIH2
7866,573,[u'female'],A1F8MOWCCVDIH2
7868,575,[u'English'],A1F8MOWCCVDIH2
7869,581,"[u'That the majority of the time, ""m""s were part of the plural and that n in the singular converted to m in the plural form']",A1F8MOWCCVDIH2
7991,573,[u'female'],A1FTKZ4YTARN6
7992,575,[u'English'],A1FTKZ4YTARN6
7993,581,"[u'B becomes P, D becomes T']",A1FTKZ4YTARN6
7994,579,"[u'NG over anything, no Ps or Ts']",A1FTKZ4YTARN6
7995,577,[u'English'],A1FTKZ4YTARN6
8119,581,[u'what seemed more simal to the pronouncation'],A1FUT2TQPSH76
8120,577,[u'english'],A1FUT2TQPSH76
8121,575,[u'english'],A1FUT2TQPSH76
8122,573,[u'male'],A1FUT2TQPSH76
8123,579,[u'pronouncation '],A1FUT2TQPSH76
8245,575,[u'English'],A1GAKTZ7E5Y3K2
8246,581,[u'the way they sounded when I pronounced them'],A1GAKTZ7E5Y3K2
8247,577,[u'English'],A1GAKTZ7E5Y3K2
8248,579,[u'I looked for words that had consonants where I thought there should be vowels '],A1GAKTZ7E5Y3K2
8250,573,[u'male'],A1GAKTZ7E5Y3K2
8372,579,"[u'I looked to see which word ""looked"" more like it belonged to the language and for some sounded them out to determine which one sounded more like it would belong in the language']",A1GCSTJQO6NDDM
8373,581,[u'I tried to remember which suffixes were commonly used and sounded some out to see which sounded more like the language'],A1GCSTJQO6NDDM
8375,573,[u'female'],A1GCSTJQO6NDDM
8376,577,[u'English'],A1GCSTJQO6NDDM
8377,575,[u'English'],A1GCSTJQO6NDDM
8499,579,"[u'I just went with my gut. Whichever sounded or looked ""right.""']",A1GLF2427E02YG
8500,573,[u'female'],A1GLF2427E02YG
8501,581,"[u'I learned that if it ended in ""d"" it was changed to a ""t"" in the plural. And if it ended in ""b"" it was changed to a ""p"" in the plural. Otherwise I left the last letter the same. ']",A1GLF2427E02YG
8502,575,[u'English'],A1GLF2427E02YG
8503,577,[u'English'],A1GLF2427E02YG
8972,581,[u'Based on end changes from examples'],A1H2JCEFD6EMVS
8973,579,[u'Based on first sylable from singular examples'],A1H2JCEFD6EMVS
8974,575,[u'English'],A1H2JCEFD6EMVS
8975,577,[u'English'],A1H2JCEFD6EMVS
8977,573,[u'male'],A1H2JCEFD6EMVS
9099,575,[u'English'],A1HDRB3VB48WJ8
9100,579,[u'Went with my gut feelings.'],A1HDRB3VB48WJ8
9101,573,[u'male'],A1HDRB3VB48WJ8
9103,577,[u'English'],A1HDRB3VB48WJ8
9104,581,[u'I looked at the character relationship/composition.'],A1HDRB3VB48WJ8
9354,577,[u'English'],A1HO3Z29A3N7K5
9355,581,[u'Memory'],A1HO3Z29A3N7K5
9357,579,[u'Memory'],A1HO3Z29A3N7K5
9358,575,[u'English'],A1HO3Z29A3N7K5
9359,573,[u'male'],A1HO3Z29A3N7K5
9827,577,[u'English'],A1IK9JHMS0UVFA
9829,581,[u'I used the word that was spelled the same as the plural'],A1IK9JHMS0UVFA
9830,575,[u'English'],A1IK9JHMS0UVFA
9831,579,[u'I tried to remember what letter showed up the most in the original list of words and selected the word I thought was spelled like samples.'],A1IK9JHMS0UVFA
9832,573,[u'female'],A1IK9JHMS0UVFA
9955,573,[u'female'],A1ING769NXJIHR
9956,575,[u'English'],A1ING769NXJIHR
9957,579,"[u'mfa seemed to be a big part of the language. I tended to choose words that included those letters also the letter ""m"" seemed to be used a lot. Also, when saying the words, some felt more like those from that language.']",A1ING769NXJIHR
9958,577,[u'English'],A1ING769NXJIHR
9959,581,"[u'The letters ""mfa"" to replace the ""ng"" in the singular word. Except in some cases like with the letter ""p."" Or when there was no ""ng"" at the end of the word to replace.']",A1ING769NXJIHR
10081,579,[u'certain letters seem to only be with the plural form.'],A1IVMQVW80Q4ZU
10082,575,[u'English'],A1IVMQVW80Q4ZU
10083,577,[u'English'],A1IVMQVW80Q4ZU
10085,573,[u'female'],A1IVMQVW80Q4ZU
10086,581,[u'looking for certain letters'],A1IVMQVW80Q4ZU
10354,575,[u'English'],A1JE8JMKJBVHNH
10356,577,[u'English'],A1JE8JMKJBVHNH
10357,579,[u'Used letters and sounds I had seen previously'],A1JE8JMKJBVHNH
10358,573,[u'male'],A1JE8JMKJBVHNH
10359,581,[u'Looked for letters than changed to other letters when plural'],A1JE8JMKJBVHNH
10481,573,[u'female'],A1JHIE8ZWVPWNW
10482,579,[u'How similar they sounded to the words I had pronounced in the first section.'],A1JHIE8ZWVPWNW
10484,581,[u'I looked at the suffix and pronounced it.'],A1JHIE8ZWVPWNW
10485,575,[u'English'],A1JHIE8ZWVPWNW
10486,577,[u'English'],A1JHIE8ZWVPWNW
10608,577,[u'english'],A1JL8N1PWIFDH2
10609,581,"[u'tried to recall letter switch. There was a pattern in the singular-plural switch, but I had a bit of difficulty recalling it']",A1JL8N1PWIFDH2
10610,575,[u'english'],A1JL8N1PWIFDH2
10611,579,"[u'essentially just choosing words that looked familiar, or like they could have fit into the first group of words']",A1JL8N1PWIFDH2
10613,573,[u'male'],A1JL8N1PWIFDH2
10736,573,[u'male'],A1JQQLEYS6GO5A
10737,577,[u'English'],A1JQQLEYS6GO5A
10738,581,"[u'Not really sure, looked for the replacement of n or b.']",A1JQQLEYS6GO5A
10739,575,[u'English'],A1JQQLEYS6GO5A
10740,579,[u'Went with my instincts based on the previous section.'],A1JQQLEYS6GO5A
10863,579,[u'Tried to figure out which ones would sound similar.'],A1K9QGO39NG7DV
10864,577,[u'English'],A1K9QGO39NG7DV
10865,573,[u'female'],A1K9QGO39NG7DV
10866,575,[u'English'],A1K9QGO39NG7DV
10867,581,[u'Just tried to figure out which one would sound right.'],A1K9QGO39NG7DV
12568,573,[u'female'],A1L3CBYMK1QS2Z
12569,581,[u'the spelling of the words'],A1L3CBYMK1QS2Z
12570,579,[u'none'],A1L3CBYMK1QS2Z
12571,577,[u'English'],A1L3CBYMK1QS2Z
12572,575,[u'English'],A1L3CBYMK1QS2Z
13042,575,[u'English'],A1MNN5GWDKMOK1
13043,573,[u'female'],A1MNN5GWDKMOK1
13044,577,[u'English'],A1MNN5GWDKMOK1
13045,579,[u'mf sounds  '],A1MNN5GWDKMOK1
13046,581,[u'singular word in the plural'],A1MNN5GWDKMOK1
13444,577,[u'English'],A1N35VV9QURKHX
13445,581,[u'How I felt it was pronounced once spoken.'],A1N35VV9QURKHX
13446,573,[u'female'],A1N35VV9QURKHX
13448,579,[u'pronounciation'],A1N35VV9QURKHX
13449,575,[u'English'],A1N35VV9QURKHX
13571,575,[u'English'],A1N783M0TDDHQA
13572,577,[u'English'],A1N783M0TDDHQA
13573,573,[u'female'],A1N783M0TDDHQA
13574,581,"[u'I just went with my gut. And I did think I saw a pattern in how words ending in ""d"" were turned into plurals, with a ""t"" I think. I can\'t recall now.']",A1N783M0TDDHQA
13575,579,[u'I went with my gut.'],A1N783M0TDDHQA
14151,573,[u'female'],A1O901WTP8TNIE
14152,581,[u'paid attention to the changes made when a word was pluralized'],A1O901WTP8TNIE
14153,577,[u'English'],A1O901WTP8TNIE
14154,579,[u'went with my first reaction'],A1O901WTP8TNIE
14155,575,[u'english'],A1O901WTP8TNIE
14279,579,[u'Sounded them out and tried to remember how the official words had sounded'],A1OZL7QG65HABF
14280,581,[u'Tried to remember how certain consonants changed when the plural was created'],A1OZL7QG65HABF
14281,573,[u'male'],A1OZL7QG65HABF
14282,577,[u'English'],A1OZL7QG65HABF
14283,575,[u'English'],A1OZL7QG65HABF
14552,581,"[u""I saw some of the conjugations, so I tried to remember.  Specifically the 'n' or 'ng' to 'm'""]",A1PV71Z5A6MNZK
14553,577,[u'English'],A1PV71Z5A6MNZK
14554,579,[u'I tried to recall what consanents I saw frequently and which words looked like they would fit'],A1PV71Z5A6MNZK
14555,573,[u'male'],A1PV71Z5A6MNZK
14556,575,[u'English'],A1PV71Z5A6MNZK
14678,573,[u'male'],A1PVDE7G4GYWLN
14679,577,[u'English'],A1PVDE7G4GYWLN
14681,581,[u'remembering the general ending and pairing that with what felt right'],A1PVDE7G4GYWLN
14682,579,[u'saying words and comparing to how they felt compared to the examples in the first part. '],A1PVDE7G4GYWLN
14683,575,[u'English'],A1PVDE7G4GYWLN
14805,575,[u'English'],A1Q4PWSHDWPH1Q
14806,577,[u'English'],A1Q4PWSHDWPH1Q
14807,573,[u'male'],A1Q4PWSHDWPH1Q
14808,581,[u'I kept track of the suffix which was being added to make it plural.'],A1Q4PWSHDWPH1Q
14810,579,[u'I went with my gut feeling and tried to identify words which looked like words which I had already seen.'],A1Q4PWSHDWPH1Q
15278,581,[u'I picked it by the ending which was fa'],A1QJW2DB0W14FB
15279,573,[u'female'],A1QJW2DB0W14FB
15280,575,[u'English'],A1QJW2DB0W14FB
15281,579,[u'Familiar words or/ and words that seamed familiar'],A1QJW2DB0W14FB
15283,577,[u'English'],A1QJW2DB0W14FB
15751,577,[u'English'],A1R7TK9LKSM72O
15752,573,[u'female'],A1R7TK9LKSM72O
15753,575,[u'English'],A1R7TK9LKSM72O
15754,579,[u'pronunciation'],A1R7TK9LKSM72O
15756,581,[u'Memory of plurals provided'],A1R7TK9LKSM72O
16224,579,[u'I was trying to remember how I pronounced the words -- but it really did not help'],A1RC2PD0YJFCU8
16225,573,[u'female'],A1RC2PD0YJFCU8
16227,581,[u'Tried to think of how I pronounced the words'],A1RC2PD0YJFCU8
16228,575,[u'English'],A1RC2PD0YJFCU8
16229,577,[u'English'],A1RC2PD0YJFCU8
16497,579,"[u'whenever a word had the letter ""m"" i automatically chose it as ""m"" seemed to be a popular letter in the lessons.  to a certain degree i also chose words with the letter ""f.""  sometimes i just chose a word that seemed like it would belong.']",A1S88VQY8G8CNC
16498,581,"[u'basically the same as the stratgegy i mentioned.  if i saw ""m,"" i chose it.  ']",A1S88VQY8G8CNC
16499,577,[u'english'],A1S88VQY8G8CNC
16500,573,[u'male'],A1S88VQY8G8CNC
16502,575,[u'english'],A1S88VQY8G8CNC
16624,573,[u'female'],A1SMGLJ946B4I8
16625,577,[u'english'],A1SMGLJ946B4I8
16627,579,[u'I spoke them out loud and picked which one felt like it made sense.'],A1SMGLJ946B4I8
16628,575,[u'english'],A1SMGLJ946B4I8
16629,581,[u'Matched the endings with fa- that seemed to be the pattern.'],A1SMGLJ946B4I8
17127,575,[u'English'],A1T3LMVKIUR9OE
17128,573,[u'male'],A1T3LMVKIUR9OE
17129,577,[u'English'],A1T3LMVKIUR9OE
17131,581,"[u""Just what sounded right based on what I'd already seen.""]",A1T3LMVKIUR9OE
17132,579,[u'Just what sounded vaguely familiar compared to earlier words.'],A1T3LMVKIUR9OE
18089,581,[u'I recalled that d and b changed when made into plurals.'],A1U3Q2FXW1VET1
18090,573,[u'female'],A1U3Q2FXW1VET1
18092,575,[u'English'],A1U3Q2FXW1VET1
18093,579,[u'How they sounded.'],A1U3Q2FXW1VET1
18094,577,[u'English'],A1U3Q2FXW1VET1
18216,575,[u'english'],A1U4BGCXUPH8Z2
18217,579,[u'none'],A1U4BGCXUPH8Z2
18219,581,[u'none'],A1U4BGCXUPH8Z2
18220,573,[u'male'],A1U4BGCXUPH8Z2
18221,577,[u'english'],A1U4BGCXUPH8Z2
18343,575,[u'English'],A1U6A617Q95MTZ
18344,577,[u'English'],A1U6A617Q95MTZ
18345,579,[u'I tried to remember what the other words looked like and how they souded when I read them.'],A1U6A617Q95MTZ
18346,573,[u'female'],A1U6A617Q95MTZ
18348,581,[u'I tried to think of the earlier words and how each of these sounded when I said them.  I focused on trying to find the patterns.'],A1U6A617Q95MTZ
18471,579,[u'Tried to recall pronunciations and see what sounded matched up in a similar way'],A1U8QI4H4ND1FP
18472,573,[u'male'],A1U8QI4H4ND1FP
18473,577,[u'English'],A1U8QI4H4ND1FP
18474,581,"[u'I looked for certain word rules that I noticed from the first part. n become m. ng becomes m, etc.']",A1U8QI4H4ND1FP
18475,575,[u'English'],A1U8QI4H4ND1FP
18598,581,"[u""A mix of whichever one sounded more 'right' to me out loud and which one was spelt most differently from the original.""]",A1UCB0D27PY623
18599,573,[u'male'],A1UCB0D27PY623
18600,579,"[u""Usually whichever one sounded more 'right' outloud to me.""]",A1UCB0D27PY623
18601,575,[u'English'],A1UCB0D27PY623
18602,577,[u'English'],A1UCB0D27PY623
18852,573,[u'male'],A1V8MSGK7CVD8B
18853,575,[u'english'],A1V8MSGK7CVD8B
18855,579,[u'memory of the displayed word in the prior tasks'],A1V8MSGK7CVD8B
18856,581,[u'memory of certain rules learned from the first task'],A1V8MSGK7CVD8B
18857,577,[u'english'],A1V8MSGK7CVD8B
18979,575,[u'english'],A1VI0LLY8JO8XO
18980,573,[u'female'],A1VI0LLY8JO8XO
18981,577,[u'english'],A1VI0LLY8JO8XO
18983,579,[u'Tried to remember the sounds of the words'],A1VI0LLY8JO8XO
18984,581,[u'I tried to recall the words I had learned'],A1VI0LLY8JO8XO
19234,577,[u'English'],A1VLTVHCY29EB1
19235,575,[u'English'],A1VLTVHCY29EB1
19237,581,[u'I remembered that ing became m in plural.'],A1VLTVHCY29EB1
19238,579,[u'I tried to speak them allowed to see which sounded most like the ones I reviewed at the beginning'],A1VLTVHCY29EB1
19239,573,[u'female'],A1VLTVHCY29EB1
19654,575,[u'English'],A1W045DUHMM4LZ
19655,579,[u'I just picked what seems closer to words I remembered '],A1W045DUHMM4LZ
19656,573,[u'male'],A1W045DUHMM4LZ
19657,581,[u'i looked for mfa and other familiar patterns'],A1W045DUHMM4LZ
19659,577,[u'English'],A1W045DUHMM4LZ
19781,581,[u'I tried to imagine how the word could use and choose an answer based on that stratedgy '],A1W17OY3AO1B72
19782,579,[u'I tried to memorize if I saw any of the owrds previously and choose in that manner'],A1W17OY3AO1B72
19783,575,[u'English'],A1W17OY3AO1B72
19784,577,[u'English'],A1W17OY3AO1B72
19785,573,[u'male'],A1W17OY3AO1B72
20166,577,[u'english'],A1W5ECLQGJYCPF
20167,575,[u'english'],A1W5ECLQGJYCPF
20168,573,[u'female'],A1W5ECLQGJYCPF
20169,579,[u'best use'],A1W5ECLQGJYCPF
20170,581,[u'sound like work'],A1W5ECLQGJYCPF
20421,577,[u'English'],A1WCAXCHWZPTFQ
20422,579,[u'I just sounded them out and picked the one that seemed right.'],A1WCAXCHWZPTFQ
20423,581,[u'I went by what I thought looked right.'],A1WCAXCHWZPTFQ
20424,575,[u'English'],A1WCAXCHWZPTFQ
20425,573,[u'female'],A1WCAXCHWZPTFQ
20547,577,[u'English'],A1WY2RM4NFA5K0
20548,575,[u'English'],A1WY2RM4NFA5K0
20550,581,"[u'changing b,t,p']",A1WY2RM4NFA5K0
20551,573,[u'female'],A1WY2RM4NFA5K0
20552,579,[u'those with n instead of m'],A1WY2RM4NFA5K0
20674,577,[u'english'],A1WZERUJNFTJEO
20675,579,[u'consonants used'],A1WZERUJNFTJEO
20676,581,[u'how the pural was formed in the expamples'],A1WZERUJNFTJEO
20677,573,[u'female'],A1WZERUJNFTJEO
20678,575,[u'english'],A1WZERUJNFTJEO
21600,577,[u'English'],A1Z8XVU4EUDX1Z
21601,581,[u'Sounded them out'],A1Z8XVU4EUDX1Z
21602,579,[u'Which one felt more natural'],A1Z8XVU4EUDX1Z
21604,575,[u'English'],A1Z8XVU4EUDX1Z
21605,573,[u'male'],A1Z8XVU4EUDX1Z
22512,579,"[u""didn't really have one""]",A1ZQAFHB1PO1CZ
22513,577,[u'english'],A1ZQAFHB1PO1CZ
22514,575,[u'english'],A1ZQAFHB1PO1CZ
22516,581,[u'no strategy'],A1ZQAFHB1PO1CZ
22517,573,[u'female'],A1ZQAFHB1PO1CZ
22639,573,[u'female'],A1ZVJG3BKYHJWN
22640,575,[u'english'],A1ZVJG3BKYHJWN
22641,581,[u'just tried to remember the plurals originally shown'],A1ZVJG3BKYHJWN
22642,577,[u'english'],A1ZVJG3BKYHJWN
22644,579,[u'none'],A1ZVJG3BKYHJWN
23876,581,"[u""Based on the last consonant of the word - if the last consonant was 'b', I did not pick the plural that had the 'b'. ""]",A255GY6SN8HT0Z
23878,573,[u'female'],A255GY6SN8HT0Z
23879,577,[u'English'],A255GY6SN8HT0Z
23880,575,[u'English'],A255GY6SN8HT0Z
23881,579,"[u""I tended to choose the 'softer' words - for instance, I chose the words with b's instead of p's, and d's instead of t's. ""]",A255GY6SN8HT0Z
25238,575,[u'english'],A27OFCQG73Z4UF
25239,579,"[u'b\'s and n\'s are more common, l\'s and t\'s almost nonexistent in the ""new"" language']",A27OFCQG73Z4UF
25240,573,[u'female'],A27OFCQG73Z4UF
25241,577,[u'english'],A27OFCQG73Z4UF
25242,581,"[u""I didn't""]",A27OFCQG73Z4UF
25364,579,"[u'Some memory and reciting out loud, some guesses at letter combinations that seemed common or repetitive']",A27Y8K3JEAFZIB
25365,575,[u'english'],A27Y8K3JEAFZIB
25366,577,[u'english'],A27Y8K3JEAFZIB
25368,573,[u'male'],A27Y8K3JEAFZIB
25369,581,[u'Mostly memory'],A27Y8K3JEAFZIB
25491,575,[u'English'],A28J4SW0GG4II3
25492,581,"[u'the words that included the letters m, fa, or d']",A28J4SW0GG4II3
25494,579,"[u'Words that had the letters d, ng or m']",A28J4SW0GG4II3
25495,573,[u'female'],A28J4SW0GG4II3
25496,577,[u'English'],A28J4SW0GG4II3
25618,581,"[u""n's changed to m's when becoming plural.  g usually got dropped""]",A29AAPZFMBYK95
25620,577,[u'english'],A29AAPZFMBYK95
25621,579,[u'the sound of the words as I pronounced them'],A29AAPZFMBYK95
25622,575,[u'english'],A29AAPZFMBYK95
25623,573,[u'male'],A29AAPZFMBYK95
25745,573,[u'male'],A29E32MWE9CE40
25747,575,[u'english'],A29E32MWE9CE40
25748,581,[u'i tried to remember what i could'],A29E32MWE9CE40
25749,579,[u'guessed'],A29E32MWE9CE40
25750,577,[u'english'],A29E32MWE9CE40
26000,573,[u'male'],A2ACDZNLELWS9H
26001,579,"[u'Instinct. I found it really difficult, to be honest. ']",A2ACDZNLELWS9H
26002,575,[u'English'],A2ACDZNLELWS9H
26004,577,[u'English'],A2ACDZNLELWS9H
26005,581,"[u'Generally, plurals have some sort of change in the structure of the word, so I went with the word that looked somewhat different. ']",A2ACDZNLELWS9H
26686,577,[u'English'],A2AP860PP6LBCD
26687,573,[u'male'],A2AP860PP6LBCD
26689,579,[u'What kinda sounded close to the other words that i remember.'],A2AP860PP6LBCD
26690,581,[u'what sounded plural from the other words.'],A2AP860PP6LBCD
26691,575,[u'English'],A2AP860PP6LBCD
28167,575,[u'english'],A2BGRGVU9HG0C6
28168,581,[u'tryed to remember endings or different letters'],A2BGRGVU9HG0C6
28169,577,[u'english'],A2BGRGVU9HG0C6
28171,579,[u'tryed to remember different letter order'],A2BGRGVU9HG0C6
28172,573,[u'female'],A2BGRGVU9HG0C6
28294,581,[u'NG endings go to M in plural'],A2BX7Z1KLLW3EV
28295,577,[u'English'],A2BX7Z1KLLW3EV
28297,579,[u'Intuition and memory of the previous seciton'],A2BX7Z1KLLW3EV
28298,575,[u'English'],A2BX7Z1KLLW3EV
28299,573,[u'male'],A2BX7Z1KLLW3EV
